txn_id,user_id,ts,amount,merchant_cat,merchant_id,city,country,device_id,velocity,amount_deviation,new_merchant,new_city,new_device,geo_mismatch,fraud_score,fraud_band
t_00001767,u_00048,2026-03-20 15:57:57,151.79,electronics,m_00070,Mumbai,IN,d_00037,0,2.5673861664296247,1,1,1,0,0.5538933409008542,medium
t_00004125,u_00168,2026-03-20 16:04:57,13.84,ecommerce,m_00350,Mumbai,IN,d_00017,1,0.5147723645854927,1,1,1,1,0.21252924633656145,low
t_00000683,u_00126,2026-03-20 16:05:57,17.08,ecommerce,m_00001,Manchester,GB,d_00047,0,0.8169040698184874,1,1,1,0,0.19873096316160666,low
t_00001472,u_00051,2026-03-20 16:06:57,55.02,travel,m_00007,Delhi,IN,d_00028,0,0.48205996058893474,1,1,1,0,0.16708275861850597,low
t_00001316,u_00055,2026-03-20 16:07:57,37.42,travel,m_00270,Seattle,US,d_00066,0,0.05988589763152342,1,1,1,0,0.2756654688766268,low
t_00004015,u_00160,2026-03-20 16:08:57,21.1,fuel,m_00100,Rio,BR,d_00178,0,0.5556420658467842,1,1,1,0,0.17773278312962904,low
t_00002493,u_00176,2026-03-20 16:11:57,18.59,pharmacy,m_00002,Curitiba,BR,d_00010,0,0.49958491232472474,1,1,1,0,0.16592031399106477,low
t_00002058,u_00105,2026-03-20 16:17:57,44.09,pharmacy,m_00001,Hamburg,DE,d_00046,0,0.3318820300599644,1,1,1,0,0.1745351493549787,low
t_00002317,u_00078,2026-03-20 16:25:57,15.27,electronics,m_00100,Seattle,US,d_00156,1,0.8213169098199149,1,1,1,1,0.2317525717539214,low
t_00003504,u_00090,2026-03-20 16:26:57,21.33,ecommerce,m_00381,Seattle,US,d_00167,1,0.6430373742143125,1,1,1,1,0.21526061468211144,low
t_00003176,u_00088,2026-03-20 16:28:57,12.62,ecommerce,m_00368,Rio,BR,d_00062,0,0.6610350717824369,1,1,1,0,0.1717264227397478,low
t_00004479,u_00034,2026-03-20 16:30:57,34.62,pharmacy,m_00172,Abuja,NG,d_00136,0,0.28198051309087985,1,1,1,0,0.18457236839524616,low
t_00002724,u_00158,2026-03-20 16:34:57,27.4,ecommerce,m_00080,Seattle,US,d_00191,0,0.41307047178709067,1,1,1,0,0.17971260693387248,low
t_00004499,u_00165,2026-03-20 16:34:57,35.75,grocery,m_00115,Sao Paulo,BR,d_00149,0,0.13954811016910365,1,1,1,0,0.2341103775193063,low
t_00000909,u_00154,2026-03-20 16:38:57,33.2,grocery,m_00110,London,GB,d_00126,0,0.15733686793531362,1,1,1,0,0.2308978291442616,low
t_00003434,u_00171,2026-03-20 16:41:57,17.26,pharmacy,m_00071,Rio,BR,d_00170,1,0.9519827166177243,1,1,1,1,0.2651593321932805,low
t_00003724,u_00095,2026-03-20 16:42:57,118.55,travel,m_00193,Kano,NG,d_00213,1,1.9796154205096206,1,1,1,1,0.49026818262732874,medium
t_00000164,u_00160,2026-03-20 16:44:57,44.89,restaurant,m_00266,Lagos,NG,d_00220,1,0.07788714684207784,1,1,1,1,0.33655643193682105,medium
t_00000258,u_00023,2026-03-20 16:45:57,14.43,ecommerce,m_00166,Rio,BR,d_00211,0,0.570559586084214,1,1,1,0,0.1752858049669671,low
t_00004673,u_00162,2026-03-20 16:47:57,71.98,electronics,m_00352,Curitiba,BR,d_00070,1,1.212506438856142,1,1,1,1,0.3387441250789426,medium
t_00003689,u_00154,2026-03-20 16:49:57,26.29,restaurant,m_00164,Kano,NG,d_00199,1,0.43696038849381014,1,1,1,1,0.24247823043343708,low
t_00002779,u_00193,2026-03-20 16:51:57,33.58,grocery,m_00150,Austin,US,d_00227,2,0.2385298927945714,1,1,1,1,0.18486408511917274,low
t_00002883,u_00184,2026-03-20 16:51:57,12.54,ecommerce,m_00367,Berlin,DE,d_00232,0,0.6169697546262842,1,1,1,0,0.1670954173534832,low
t_00004138,u_00055,2026-03-20 16:53:57,15.52,pharmacy,m_00040,Berlin,DE,d_00225,1,0.48871461418641,1,1,1,1,0.2127166181614305,low
t_00002782,u_00084,2026-03-20 16:53:57,7.53,ecommerce,m_00159,Hamburg,DE,d_00003,0,1.0972873463501551,1,1,1,0,0.26856748330945746,low
t_00002127,u_00077,2026-03-20 16:53:57,61.96,electronics,m_00301,Manchester,GB,d_00148,2,0.8153485568758961,1,1,1,1,0.1153532257115254,low
t_00000107,u_00088,2026-03-20 16:56:57,29.84,grocery,m_00105,Delhi,IN,d_00037,1,0.2523861255646235,1,1,1,1,0.2820161559066714,low
t_00001317,u_00031,2026-03-20 16:57:57,23.84,grocery,m_00071,Bristol,GB,d_00165,0,0.3239233219657405,1,1,1,0,0.1743531347333115,low
t_00001457,u_00033,2026-03-20 17:01:57,40.97,restaurant,m_00382,Bristol,GB,d_00071,0,0.2880786598598712,1,1,1,0,0.18574662718699275,low
t_00004444,u_00002,2026-03-20 17:02:57,27.58,ecommerce,m_00087,Delhi,IN,d_00166,0,0.4025317044040538,1,1,1,0,0.18024954657233505,low
t_00003764,u_00110,2026-03-20 17:05:57,22.45,pharmacy,m_00168,Kano,NG,d_00042,0,0.38522753451802677,1,1,1,0,0.17208119747574202,low
t_00004764,u_00064,2026-03-20 17:06:57,86.66,travel,m_00321,Kano,NG,d_00101,0,1.8273701555163102,1,1,1,0,0.4463820380314737,medium
t_00000061,u_00020,2026-03-20 17:14:57,10.78,fuel,m_00170,Delhi,IN,d_00154,0,0.9908715179557585,1,1,1,0,0.22740018281063135,low
t_00004635,u_00066,2026-03-20 17:15:57,18.39,fuel,m_00255,Mumbai,IN,d_00017,0,0.8087616283319436,1,1,1,0,0.19665208987501204,low
t_00002373,u_00060,2026-03-20 17:15:57,78.05,travel,m_00246,Munich,DE,d_00098,0,1.6877532218267925,1,1,1,0,0.4359311461697781,medium
t_00002424,u_00072,2026-03-20 17:16:57,19.96,restaurant,m_00288,London,GB,d_00213,0,0.5063469044294683,1,1,1,0,0.16697342972462004,low
t_00004859,u_00032,2026-03-20 17:20:57,45.02,restaurant,m_00275,Austin,US,d_00112,0,0.2137352676216246,1,1,1,0,0.19729104340185655,low
t_00001575,u_00136,2026-03-20 17:21:57,45.52,travel,m_00252,Lagos,NG,d_00074,1,0.19344900132978757,1,1,1,1,0.293744051859824,low
t_00003965,u_00079,2026-03-20 17:21:57,70.52,travel,m_00361,Bengaluru,IN,d_00039,0,1.763844980681391,1,1,1,0,0.44426022666317855,medium
t_00002173,u_00019,2026-03-20 17:22:57,21.43,grocery,m_00220,Sao Paulo,BR,d_00194,2,0.5560445733595808,1,1,1,1,0.10528755061104078,low
t_00002721,u_00035,2026-03-20 17:23:57,26.04,grocery,m_00355,Abuja,NG,d_00206,0,0.36461036095195914,1,1,1,0,0.17524011701990638,low
t_00000458,u_00192,2026-03-20 17:23:57,13.92,grocery,m_00379,Lagos,NG,d_00202,0,0.6290993561637146,1,1,1,0,0.16809533622634598,low
t_00003909,u_00125,2026-03-20 17:25:57,81.13,travel,m_00062,Rio,BR,d_00024,1,0.8862852791354008,1,1,1,1,0.2509686208050089,low
t_00004238,u_00142,2026-03-20 17:25:57,77.93,electronics,m_00348,Rio,BR,d_00057,1,0.9348963915280456,1,1,1,1,0.2565017470981873,low
t_00004772,u_00073,2026-03-20 17:26:57,14.76,grocery,m_00215,Bengaluru,IN,d_00126,0,0.6890392179624575,1,1,1,0,0.17207087179982927,low
t_00002936,u_00106,2026-03-20 17:26:57,50.09,restaurant,m_00332,Bengaluru,IN,d_00060,1,0.5243882287003153,1,1,1,1,0.2074175738841062,low
t_00000970,u_00117,2026-03-20 17:29:57,28.77,restaurant,m_00150,Hamburg,DE,d_00239,0,0.3302971171330384,1,1,1,0,0.1745351493549787,low
t_00000190,u_00161,2026-03-20 17:29:57,15.7,fuel,m_00052,Lagos,NG,d_00196,0,0.8474417719237575,1,1,1,0,0.20626314579719507,low
t_00002591,u_00180,2026-03-20 17:30:57,14.81,restaurant,m_00143,Berlin,DE,d_00116,0,1.0069734947767481,1,1,1,0,0.23456563882603443,low
t_00001051,u_00016,2026-03-20 17:32:57,405.41,travel,m_00132,London,GB,d_00210,0,4.476210380320414,1,1,1,0,0.7762589984067552,high
t_00002762,u_00101,2026-03-20 17:35:57,34.58,travel,m_00165,Curitiba,BR,d_00012,0,0.007461292610113652,1,1,1,0,0.3124153650390603,medium
t_00002768,u_00062,2026-03-20 17:37:57,59.6,electronics,m_00372,Berlin,DE,d_00052,0,0.27974615978104767,1,1,1,0,0.18457236839524616,low
t_00003481,u_00031,2026-03-20 17:41:57,56.88,restaurant,m_00209,London,GB,d_00189,1,0.4606025008236666,1,1,1,1,0.21922268763935704,low
t_00000393,u_00047,2026-03-20 17:42:57,116.7,electronics,m_00328,New York,US,d_00112,2,1.209428665893919,1,0,1,1,0.3148603758194738,medium
t_00001422,u_00156,2026-03-20 17:44:57,15.94,fuel,m_00255,Hamburg,DE,d_00237,0,0.7333539326170261,1,1,1,0,0.18375366573975316,low
t_00001401,u_00172,2026-03-20 17:51:57,47.78,electronics,m_00232,Rio,BR,d_00003,0,0.14467695089389646,1,1,1,0,0.2341103775193063,low
t_00004877,u_00063,2026-03-20 17:52:57,45.08,electronics,m_00035,London,GB,d_00191,1,0.262937197174648,1,1,1,1,0.2816564731343213,low
t_00000409,u_00073,2026-03-20 17:57:57,62.38,travel,m_00105,Kano,NG,d_00104,1,0.7723238079961835,1,1,1,1,0.21943621330124252,low
t_00004244,u_00191,2026-03-20 17:57:57,86.79,electronics,m_00219,Delhi,IN,d_00081,0,0.8746966526703039,1,1,1,0,0.20430737710741598,low
t_00000617,u_00032,2026-03-20 17:57:57,24.37,ecommerce,m_00258,Curitiba,BR,d_00041,1,0.531971486691556,1,1,1,1,0.21010228789705598,low
t_00002889,u_00122,2026-03-20 18:00:57,73.57,electronics,m_00206,Bengaluru,IN,d_00199,0,0.3611869267411504,1,1,1,0,0.1772481001735664,low
t_00003271,u_00029,2026-03-20 18:00:57,51.55,restaurant,m_00383,Austin,US,d_00112,0,1.0785444587366269,1,1,1,0,0.26040608057792414,low
t_00001177,u_00095,2026-03-20 18:02:57,30.71,electronics,m_00348,Seattle,US,d_00130,2,0.40957478867089336,1,1,1,1,0.13286811364364481,low
t_00002615,u_00166,2026-03-20 18:06:57,21.06,fuel,m_00279,Mumbai,IN,d_00029,0,0.4738256479189357,1,1,1,0,0.1683237073093804,low
t_00002913,u_00008,2026-03-20 18:08:57,42.04,pharmacy,m_00325,Sao Paulo,BR,d_00162,1,0.06564810566590648,1,1,1,1,0.3419060565018206,medium
t_00000747,u_00199,2026-03-20 18:09:57,204.63,travel,m_00245,London,GB,d_00238,0,3.4199689128369326,1,1,1,0,0.6931849546953073,medium
t_00004585,u_00097,2026-03-20 18:10:57,56.99,travel,m_00249,Abuja,NG,d_00163,1,0.3781805934426634,1,1,1,1,0.24585448691727518,low
t_00000989,u_00179,2026-03-20 18:11:57,26.82,travel,m_00370,Sao Paulo,BR,d_00104,0,0.32249870799743147,1,1,1,0,0.17597911554086232,low
t_00002669,u_00155,2026-03-20 18:14:57,54.62,pharmacy,m_00056,Curitiba,BR,d_00145,0,0.23760540827491783,1,1,1,0,0.19082461490543545,low
t_00000639,u_00188,2026-03-20 18:24:57,11.55,fuel,m_00120,Hamburg,DE,d_00168,1,1.2303306449415696,1,1,1,1,0.34406910559469384,medium
t_00002846,u_00104,2026-03-20 18:25:57,6.69,restaurant,m_00073,Mumbai,IN,d_00061,0,0.6682235708060773,1,1,1,0,0.17347919919612464,low
t_00003453,u_00100,2026-03-20 18:28:57,22.23,restaurant,m_00058,Mumbai,IN,d_00051,1,0.5018414343464725,1,1,1,1,0.21162614984068107,low
t_00004435,u_00123,2026-03-20 18:28:57,104.42,travel,m_00331,Austin,US,d_00090,1,2.1734307720304784,1,1,1,0,0.37126111706619336,medium
t_00004994,u_00095,2026-03-20 18:29:57,7.1,fuel,m_00365,Delhi,IN,d_00030,3,1.0517512554144264,1,1,1,1,0.11804545583976278,low
t_00001430,u_00090,2026-03-20 18:30:57,28.01,restaurant,m_00081,Kano,NG,d_00176,2,0.48054352195397193,1,1,1,1,0.10270969052960544,low
t_00003572,u_00081,2026-03-20 18:35:57,40.08,pharmacy,m_00224,New York,US,d_00235,1,0.14728373947804074,1,1,1,1,0.30163093362537263,medium
t_00000521,u_00148,2026-03-20 18:38:57,12.88,ecommerce,m_00177,Abuja,NG,d_00139,1,0.9648083983496687,1,1,1,0,0.12621346749946194,low
t_00004373,u_00066,2026-03-20 18:41:57,16.02,ecommerce,m_00393,Hamburg,DE,d_00031,1,0.9529187160566379,1,1,1,1,0.2651593321932805,low
t_00000375,u_00094,2026-03-20 18:41:57,47.01,travel,m_00339,Bristol,GB,d_00126,0,0.7255912705376455,1,1,1,0,0.18375366573975316,low
t_00004574,u_00050,2026-03-20 18:45:57,22.92,restaurant,m_00007,Manchester,GB,d_00228,0,0.5353870827930588,1,1,1,0,0.16530645047072334,low
t_00002121,u_00103,2026-03-20 18:46:57,37.45,ecommerce,m_00128,Kano,NG,d_00076,0,0.026559398822416886,1,1,1,0,0.3037452663817555,medium
t_00003675,u_00084,2026-03-20 18:46:57,17.69,restaurant,m_00272,Delhi,IN,d_00096,1,0.687857282793886,1,1,1,1,0.21003495519712212,low
t_00001904,u_00159,2026-03-20 18:48:57,79.27,travel,m_00289,Munich,DE,d_00065,0,0.74911923649024,1,1,1,0,0.18401701249949953,low
t_00004193,u_00002,2026-03-20 18:49:57,14.01,pharmacy,m_00180,Austin,US,d_00077,1,1.0365353896157476,1,1,1,1,0.2775804090894074,low
t_00001365,u_00063,2026-03-20 18:49:57,23.09,grocery,m_00169,Sao Paulo,BR,d_00129,2,0.4918916495447399,1,1,1,1,0.09783941336232127,low
t_00000850,u_00152,2026-03-20 18:53:57,28.8,pharmacy,m_00367,London,GB,d_00221,1,0.6447524784023297,1,0,1,0,0.18178870793954105,low
t_00000239,u_00059,2026-03-20 18:53:57,2.2,fuel,m_00076,Kano,NG,d_00221,0,1.20892450045167,1,1,1,0,0.32860070030970057,medium
t_00002381,u_00137,2026-03-20 18:56:57,168.55,electronics,m_00151,Curitiba,BR,d_00108,0,3.066537796594246,1,1,1,0,0.6541142572053902,medium
t_00001460,u_00168,2026-03-20 19:04:57,20.66,ecommerce,m_00048,Hamburg,DE,d_00153,2,0.3763888619892063,1,1,1,1,0.1289381858017027,low
t_00001903,u_00185,2026-03-20 19:07:57,25.21,fuel,m_00301,London,GB,d_00144,0,0.32220231640988156,1,1,1,0,0.17597911554086232,low
t_00002808,u_00146,2026-03-20 19:08:57,46.72,travel,m_00274,Delhi,IN,d_00021,0,0.09083176535451604,1,1,1,0,0.2627399630447448,low
t_00002412,u_00137,2026-03-20 19:09:57,11.3,ecommerce,m_00021,Berlin,DE,d_00137,1,0.6421062334693416,1,1,1,1,0.21526061468211144,low
t_00000163,u_00063,2026-03-20 19:12:57,49.17,restaurant,m_00366,Abuja,NG,d_00201,3,0.4033305570237748,1,0,1,1,0.14261531719744613,low
t_00004997,u_00094,2026-03-20 19:16:57,98.19,restaurant,m_00061,Manchester,GB,d_00008,1,3.015768017126541,1,1,1,1,0.6759172248202221,medium
t_00001985,u_00176,2026-03-20 19:19:57,15.7,restaurant,m_00394,Manchester,GB,d_00058,1,0.5519154812489167,1,1,1,1,0.22028023546276643,low
t_00000075,u_00045,2026-03-20 19:19:57,91.41,travel,m_00047,Mumbai,IN,d_00088,0,0.950719003255468,1,1,1,0,0.21735642332758687,low
t_00004662,u_00010,2026-03-20 19:20:57,24.2,travel,m_00366,New York,US,d_00024,1,0.5595204222672884,1,0,1,0,0.18860459715097222,low
t_00004497,u_00112,2026-03-20 19:20:57,42.6,pharmacy,m_00258,Bristol,GB,d_00146,0,0.03466628007345751,1,1,1,0,0.3035440375621302,medium
t_00003264,u_00079,2026-03-20 19:22:57,17.19,grocery,m_00309,Austin,US,d_00001,1,0.9511071893674415,1,1,1,1,0.2651593321932805,low
t_00004841,u_00158,2026-03-20 19:25:57,27.36,ecommerce,m_00376,Manchester,GB,d_00104,1,0.4139942885920852,1,1,1,1,0.24895682673287212,low
t_00004379,u_00029,2026-03-20 19:26:57,29.48,ecommerce,m_00285,Munich,DE,d_00116,1,0.03324798424877039,1,1,1,1,0.3722085665845033,medium
t_00002784,u_00072,2026-03-20 19:29:57,20.32,pharmacy,m_00321,Kano,NG,d_00108,1,0.4945550718893864,1,1,1,1,0.2127166181614305,low
t_00001827,u_00186,2026-03-20 19:31:57,226.98,electronics,m_00076,Hamburg,DE,d_00232,1,3.3064278939607132,1,1,1,0,0.6010653356311476,medium
