txn_id,user_id,ts,amount,merchant_cat,merchant_id,city,country,device_id,velocity,amount_deviation,new_merchant,new_city,new_device,geo_mismatch,fraud_score,fraud_band
t_00000088,u_00125,2026-03-21 06:15:57,29.06,pharmacy,m_00029,Rio,BR,d_00107,3,0.32006832863953016,0,0,0,1,1.0,high
t_00000089,u_00048,2026-03-22 16:29:57,47.58,restaurant,m_00365,Bengaluru,IN,d_00101,3,0.06971710500728014,0,0,0,1,1.0,high
t_00000090,u_00168,2026-03-24 08:24:57,259.39,travel,m_00383,Hamburg,DE,d_00240,4,4.467642453965554,0,0,0,1,1.0,high
t_00000091,u_00114,2026-03-26 23:03:57,12.0,grocery,m_00002,Austin,US,d_00044,4,0.6495408250348064,0,0,0,1,1.0,high
t_00000092,u_00195,2026-03-25 15:42:57,12.39,restaurant,m_00183,Mumbai,IN,d_00054,3,0.8097931081196477,0,0,0,1,1.0,high
t_00000093,u_00050,2026-03-25 04:21:57,12.28,ecommerce,m_00378,Munich,DE,d_00083,4,0.9094292642307227,0,0,0,1,1.0,high
t_00000094,u_00011,2026-03-27 11:12:57,9.12,grocery,m_00238,New York,US,d_00097,4,0.7804500048815854,0,0,0,0,1.0,high
t_00000095,u_00087,2026-03-23 17:05:57,34.0,ecommerce,m_00172,Curitiba,BR,d_00093,5,0.03131251718561394,0,0,0,1,1.0,high
t_00000096,u_00077,2026-03-24 23:22:57,13.59,pharmacy,m_00387,Lagos,NG,d_00001,2,0.477981872592941,0,0,0,1,1.0,high
t_00000097,u_00065,2026-03-22 07:09:57,80.71,restaurant,m_00253,London,GB,d_00234,5,1.1971345903576553,0,0,0,1,1.0,high
t_00000098,u_00156,2026-03-22 09:30:57,14.3,ecommerce,m_00164,Hamburg,DE,d_00061,6,0.7729066893215206,0,0,0,1,1.0,high
t_00000099,u_00064,2026-03-21 16:09:57,18.84,grocery,m_00333,Seattle,US,d_00105,2,0.8067305677791681,0,0,0,1,1.0,high
t_00000100,u_00108,2026-03-23 05:59:57,16.95,pharmacy,m_00229,Manchester,GB,d_00128,6,0.7273092433510924,0,0,0,1,1.0,high
t_00000101,u_00192,2026-03-24 19:40:57,37.57,electronics,m_00397,Abuja,NG,d_00138,3,0.2241459908963845,0,0,0,0,1.0,high
t_00000102,u_00066,2026-03-27 03:44:57,16.8,ecommerce,m_00102,Berlin,DE,d_00189,3,0.9054746112358526,0,0,0,0,1.0,high
t_00000103,u_00049,2026-03-25 20:30:57,5.79,grocery,m_00203,Curitiba,BR,d_00084,6,1.285575783997036,0,0,0,1,1.0,high
t_00000104,u_00010,2026-03-21 22:23:57,12.56,grocery,m_00244,Manchester,GB,d_00027,6,0.8262730073450775,0,0,0,1,1.0,high
t_00000105,u_00013,2026-03-23 12:48:57,121.56,travel,m_00299,Delhi,IN,d_00049,5,2.0683402426107502,0,0,0,1,1.0,high
t_00000106,u_00199,2026-03-24 18:30:57,28.73,pharmacy,m_00004,Seattle,US,d_00200,5,0.4432844374161366,0,0,0,1,1.0,high
t_00000107,u_00088,2026-03-20 16:56:57,29.84,grocery,m_00105,Delhi,IN,d_00037,1,0.25238612556462375,0,0,0,1,1.0,high
t_00000108,u_00084,2026-03-26 19:29:57,5.52,pharmacy,m_00191,London,GB,d_00105,1,1.178286797900165,0,0,0,1,1.0,high
t_00000109,u_00124,2026-03-22 10:31:57,28.72,restaurant,m_00052,Berlin,DE,d_00017,5,0.5205821822968368,0,0,0,1,1.0,high
t_00000110,u_00102,2026-03-27 00:31:57,48.35,ecommerce,m_00210,Mumbai,IN,d_00179,3,0.010249474536832804,0,0,0,1,1.0,high
t_00000111,u_00092,2026-03-20 15:26:57,32.94,restaurant,m_00010,Mumbai,IN,d_00107,0,0.2546330507872029,0,0,0,1,1.0,high
t_00000112,u_00112,2026-03-22 10:13:57,19.48,fuel,m_00217,Austin,US,d_00231,8,0.6138456056986394,0,0,0,1,1.0,high
t_00000113,u_00034,2026-03-24 19:05:57,8.01,grocery,m_00283,Manchester,GB,d_00004,2,0.992707622098533,0,0,0,1,1.0,high
t_00000114,u_00189,2026-03-22 19:43:57,10.57,fuel,m_00075,Delhi,IN,d_00130,0,1.0038617610982667,0,0,0,1,1.0,high
t_00000115,u_00078,2026-03-22 09:35:57,125.58,electronics,m_00023,Hamburg,DE,d_00033,7,2.12631441684256,0,0,0,1,1.0,high
t_00000116,u_00164,2026-03-23 01:23:57,92.85,electronics,m_00114,Sao Paulo,BR,d_00202,3,0.8385887885691847,0,0,0,1,1.0,high
t_00000117,u_00011,2026-03-22 18:25:57,23.81,travel,m_00081,Berlin,DE,d_00103,3,0.26866325454769224,0,0,0,1,1.0,high
t_00000118,u_00011,2026-03-26 20:02:57,22.96,travel,m_00388,Abuja,NG,d_00227,2,0.29827651103399644,0,0,0,1,1.0,high
t_00000119,u_00161,2026-03-25 15:50:57,19.61,ecommerce,m_00333,Berlin,DE,d_00200,3,0.6616315044078098,0,0,0,1,1.0,high
t_00000120,u_00129,2026-03-25 18:58:57,16.1,fuel,m_00012,Austin,US,d_00113,2,0.8239344748897797,0,0,0,1,1.0,high
t_00000121,u_00046,2026-03-25 14:31:57,22.68,restaurant,m_00205,Austin,US,d_00208,5,0.4949895548729919,0,0,0,1,1.0,high
t_00000122,u_00130,2026-03-26 09:30:57,46.21,pharmacy,m_00021,New York,US,d_00131,7,0.2072665476759296,0,0,0,1,1.0,high
t_00000123,u_00021,2026-03-21 19:45:57,89.87,electronics,m_00259,Berlin,DE,d_00014,5,0.7535325734565482,0,0,0,1,1.0,high
t_00000124,u_00050,2026-03-22 09:11:57,13.07,restaurant,m_00148,Bristol,GB,d_00034,6,0.8816573353457834,0,0,0,1,1.0,high
t_00000125,u_00083,2026-03-27 07:27:57,153.79,travel,m_00141,Hamburg,DE,d_00230,8,3.458119785516705,0,0,0,0,1.0,high
t_00000126,u_00068,2026-03-23 17:47:57,41.52,travel,m_00122,Bengaluru,IN,d_00158,4,0.0864006164722224,0,0,0,1,1.0,high
t_00000127,u_00174,2026-03-26 12:13:57,58.98,restaurant,m_00087,Delhi,IN,d_00084,3,0.4290832743265588,0,0,0,1,1.0,high
t_00000128,u_00149,2026-03-24 20:26:57,36.22,grocery,m_00130,Rio,BR,d_00177,3,0.3040501710162116,0,0,0,1,1.0,high
t_00000129,u_00095,2026-03-21 03:01:57,8.34,fuel,m_00185,Mumbai,IN,d_00148,6,1.0180240712228983,0,0,0,1,1.0,high
t_00000130,u_00076,2026-03-23 02:21:57,158.36,travel,m_00130,Delhi,IN,d_00210,4,3.1477994753919707,0,0,0,1,1.0,high
t_00000131,u_00039,2026-03-20 19:55:57,27.3,travel,m_00321,Munich,DE,d_00075,0,0.39425180600567095,0,0,0,0,1.0,high
t_00000132,u_00014,2026-03-24 00:04:57,65.11,travel,m_00182,Mumbai,IN,d_00001,4,0.4776139691167661,0,0,0,1,1.0,high
t_00000133,u_00151,2026-03-21 15:59:57,12.59,fuel,m_00188,Sao Paulo,BR,d_00035,1,0.8783257348868303,0,0,0,1,1.0,high
t_00000134,u_00017,2026-03-27 10:11:57,21.64,fuel,m_00341,Mumbai,IN,d_00164,4,0.6827690005718651,0,0,0,1,1.0,high
t_00000135,u_00133,2026-03-23 06:43:57,25.91,restaurant,m_00128,New York,US,d_00188,4,0.40030680987347833,0,0,0,1,1.0,high
t_00000136,u_00041,2026-03-26 08:15:57,27.86,electronics,m_00054,Seattle,US,d_00015,3,0.5223733625744603,0,0,0,1,1.0,high
t_00000137,u_00166,2026-03-26 00:20:57,19.77,restaurant,m_00314,London,GB,d_00165,1,0.5083731302224147,0,0,0,1,1.0,high
t_00000138,u_00184,2026-03-21 23:29:57,12.31,grocery,m_00193,Munich,DE,d_00138,3,0.6229517313182987,0,0,0,1,1.0,high
t_00000139,u_00086,2026-03-26 12:42:57,37.94,pharmacy,m_00356,Mumbai,IN,d_00229,3,0.2595752227506591,0,0,0,0,1.0,high
t_00000140,u_00068,2026-03-22 09:18:57,38.14,pharmacy,m_00112,New York,US,d_00076,3,0.16228081024166302,0,0,0,1,1.0,high
t_00000141,u_00192,2026-03-26 16:17:57,10.61,ecommerce,m_00099,Berlin,DE,d_00235,1,0.6857757045372819,0,0,0,1,1.0,high
t_00000142,u_00121,2026-03-27 01:34:57,48.5,electronics,m_00272,Lagos,NG,d_00121,4,0.1753157562729175,0,0,0,1,1.0,high
t_00000143,u_00079,2026-03-22 04:33:57,33.69,fuel,m_00201,Curitiba,BR,d_00203,1,0.11111636233189437,0,0,0,0,1.0,high
t_00000144,u_00180,2026-03-26 15:37:57,34.35,grocery,m_00022,Bristol,GB,d_00008,2,0.16912548324585466,0,0,0,1,1.0,high
t_00000145,u_00171,2026-03-20 23:14:57,43.61,electronics,m_00387,New York,US,d_00017,2,0.09587349681986738,0,0,0,1,1.0,high
t_00000146,u_00193,2026-03-24 04:58:57,34.23,grocery,m_00385,Abuja,NG,d_00163,5,0.22723394381942957,0,0,0,1,1.0,high
t_00000147,u_00087,2026-03-23 20:22:57,29.98,ecommerce,m_00011,Mumbai,IN,d_00109,7,0.1487966834146267,0,0,0,1,1.0,high
t_00000148,u_00159,2026-03-26 16:42:57,14.38,grocery,m_00212,New York,US,d_00191,1,0.6292832215465491,0,0,0,1,1.0,high
t_00000149,u_00145,2026-03-23 20:34:57,21.37,pharmacy,m_00047,Sao Paulo,BR,d_00056,4,0.6898117739461902,0,0,0,1,1.0,high
t_00000150,u_00196,2026-03-26 04:53:57,77.51,grocery,m_00003,Mumbai,IN,d_00193,4,0.9891756028899568,0,0,0,1,1.0,high
t_00000151,u_00152,2026-03-23 05:03:57,46.19,electronics,m_00264,Bengaluru,IN,d_00089,0,0.25829565299397456,0,0,0,1,1.0,high
t_00000152,u_00128,2026-03-24 07:01:57,26.32,grocery,m_00326,Seattle,US,d_00043,0,0.21553700932450517,0,0,0,1,1.0,high
t_00000153,u_00092,2026-03-23 05:36:57,24.58,restaurant,m_00203,Kano,NG,d_00025,3,0.5288323793509828,0,0,0,1,1.0,high
t_00000154,u_00118,2026-03-25 16:47:57,72.66,travel,m_00305,Kano,NG,d_00033,1,0.9272302117527405,0,0,0,1,1.0,high
t_00000155,u_00170,2026-03-22 00:15:57,47.88,pharmacy,m_00166,Bristol,GB,d_00142,5,1.0314753639164682,0,0,0,1,1.0,high
t_00000156,u_00086,2026-03-22 08:02:57,12.33,pharmacy,m_00357,Manchester,GB,d_00119,6,0.7215915173362225,0,0,0,1,1.0,high
t_00000157,u_00186,2026-03-22 17:31:57,10.22,fuel,m_00371,Mumbai,IN,d_00040,7,0.7486591147786235,0,0,0,1,1.0,high
t_00000158,u_00067,2026-03-24 00:19:57,16.09,grocery,m_00085,Abuja,NG,d_00187,2,1.085508293334616,0,0,0,1,1.0,high
t_00000159,u_00188,2026-03-25 13:02:57,23.63,restaurant,m_00141,London,GB,d_00077,2,0.5778870083125338,0,0,0,1,1.0,high
t_00000160,u_00178,2026-03-20 15:20:57,23.61,travel,m_00324,Bengaluru,IN,d_00057,1,0.41512075680331384,0,0,0,1,1.0,high
t_00000161,u_00190,2026-03-27 05:14:57,164.04,electronics,m_00221,Kano,NG,d_00063,2,3.572306081539294,0,0,0,0,1.0,high
t_00000162,u_00059,2026-03-25 08:24:57,7.52,fuel,m_00329,Austin,US,d_00174,2,0.9400755321397823,0,0,0,1,1.0,high
t_00000163,u_00063,2026-03-20 19:12:57,49.17,restaurant,m_00366,Abuja,NG,d_00201,3,0.40333055702377485,0,0,0,1,1.0,high
t_00000164,u_00160,2026-03-20 16:44:57,44.89,restaurant,m_00266,Lagos,NG,d_00220,1,0.07788714684207804,0,0,0,1,1.0,high
t_00000165,u_00100,2026-03-21 17:26:57,63.01,restaurant,m_00055,New York,US,d_00213,5,1.2180691920429867,0,0,0,1,1.0,high
t_00000166,u_00148,2026-03-26 12:17:57,141.81,travel,m_00105,Lagos,NG,d_00117,4,2.5000042195991963,0,0,0,1,1.0,high
t_00000167,u_00088,2026-03-27 13:29:57,30.29,pharmacy,m_00234,Manchester,GB,d_00106,1,0.2417071461338447,0,0,0,0,1.0,high
t_00000168,u_00092,2026-03-25 08:40:57,10.36,grocery,m_00130,Bengaluru,IN,d_00164,6,0.9952336296113835,0,0,0,1,1.0,high
t_00000169,u_00161,2026-03-26 13:45:57,17.51,pharmacy,m_00181,Sao Paulo,BR,d_00179,6,0.7614273002603648,0,0,0,1,1.0,high
t_00000170,u_00057,2026-03-25 21:56:57,58.64,restaurant,m_00237,London,GB,d_00206,4,0.2584705370600823,0,0,0,1,1.0,high
t_00000171,u_00165,2026-03-25 22:00:57,52.64,pharmacy,m_00116,Bristol,GB,d_00144,3,0.849936616747925,0,0,0,1,1.0,high
t_00000172,u_00091,2026-03-22 16:35:57,39.42,electronics,m_00118,Delhi,IN,d_00201,2,0.13308464143436455,0,0,0,1,1.0,high
t_00000173,u_00124,2026-03-25 10:50:57,41.44,electronics,m_00370,Delhi,IN,d_00001,2,0.1515697352104734,0,0,0,1,1.0,high
t_00000174,u_00160,2026-03-24 12:04:57,34.47,grocery,m_00338,Mumbai,IN,d_00164,5,0.19959811571437192,0,0,0,1,1.0,high
t_00000175,u_00163,2026-03-21 17:33:57,30.39,grocery,m_00337,New York,US,d_00150,3,0.15104058421750294,0,0,0,1,1.0,high
t_00000176,u_00149,2026-03-25 03:44:57,88.84,electronics,m_00120,Manchester,GB,d_00037,3,2.955545033275582,0,0,0,1,1.0,high
t_00000177,u_00137,2026-03-23 22:56:57,153.23,travel,m_00353,Seattle,US,d_00043,3,2.705225068196318,0,0,0,1,1.0,high
t_00000178,u_00051,2026-03-21 22:10:57,29.95,pharmacy,m_00110,Rio,BR,d_00127,2,0.40071894459474644,0,0,0,1,1.0,high
t_00000179,u_00068,2026-03-26 04:00:57,14.49,fuel,m_00072,Berlin,DE,d_00108,5,0.6932176690130444,0,0,0,1,1.0,high
t_00000180,u_00064,2026-03-26 23:27:57,10.26,fuel,m_00277,Sao Paulo,BR,d_00128,3,1.139974215757275,0,0,0,1,1.0,high
t_00000181,u_00128,2026-03-20 21:37:57,7.36,ecommerce,m_00239,Delhi,IN,d_00171,0,0.7964616901151458,0,0,0,0,1.0,high
t_00000182,u_00006,2026-03-22 05:17:57,25.06,grocery,m_00350,Bengaluru,IN,d_00157,5,0.5812689929905684,0,0,0,1,1.0,high
t_00000183,u_00009,2026-03-25 23:24:57,44.14,pharmacy,m_00213,Lagos,NG,d_00055,5,0.3365828422464414,0,0,0,1,1.0,high
