subject_id,defaulted,income_monthly,employment_years,credit_history_months,avg_monthly_spend,late_payments_12m,spend_to_income_ratio,employment_stability,credit_to_employment_ratio,has_late_payments,risk_score,risk_band
s_000016,0,29509.95,5.6,24,7784.74,0,0.26379157566937017,13.252018714143139,0.35190615835777134,0,0.2527538020851473,low
s_000017,0,11440.08,2.66,21,9724.56,1,0.8499687092477283,4.338328710459824,0.6379100850546779,1,0.5623420229315875,medium
s_000018,1,3983.06,1.03,35,1677.67,0,0.42109556582983193,1.0453358312044987,2.0,0,0.41446473749156,medium
s_000019,0,29829.78,4.44,20,13177.12,1,0.44172897926235927,9.355660532533234,0.36845983787767134,1,0.38174288412132323,medium
s_000020,0,32516.59,8.03,29,26202.03,1,0.8057801946577221,22.754815468379434,0.2978635990139688,1,0.48025245862947763,medium
s_000021,0,23961.24,3.96,57,6507.69,0,0.27158103749899837,7.88030050188443,1.1747732893652103,0,0.2196835390950398,low
s_000022,0,28515.64,1.92,35,24894.08,1,0.8729668011378621,2.6604300404257955,1.4559068219633944,1,0.5061509266590265,medium
s_000023,0,21349.25,2.75,19,14539.89,3,0.6810173182983805,4.560359086738675,0.5588235294117647,1,0.6986283336626997,medium
s_000024,0,24775.88,2.83,41,12816.39,0,0.5172721504886814,4.7607968870767845,1.1727688787185355,0,0.3069601400317048,medium
s_000025,0,23908.6,4.56,43,11153.87,1,0.4665017398869074,9.737495365852554,0.7717157214644652,1,0.35860752132339335,medium
s_000026,0,7198.44,3.44,45,4539.89,1,0.630589323614059,6.3802495249010445,1.064333017975402,1,0.45576667716585834,medium
s_000027,0,26938.22,6.83,42,23470.99,4,0.8712572227406733,17.849705515778126,0.5062680810028929,1,0.7566866080009924,high
s_000028,0,25755.98,3.33,36,14617.03,3,0.5674978200084017,6.076679767767922,0.87890625,1,0.6128743351219105,medium
s_000029,0,35379.31,0.59,5,7999.52,0,0.22610090188582296,0.45318759912424783,0.6188118811881188,0,0.346634364387353,medium
s_000030,0,5725.0,3.0,3,3040.08,0,0.5309256025148446,5.196152422706632,0.08108108108108109,0,0.4568693589053908,medium
s_000031,1,39856.35,2.56,0,40240.33,1,1.0096087672662635,4.096,0.0,1,0.5919904688423927,medium
s_000032,0,33481.63,6.75,5,22593.37,0,0.6747788330844978,17.537014426634883,0.06097560975609756,0,0.38289467195126037,medium
s_000033,0,19071.66,5.55,26,18168.0,0,0.952567706864171,13.074933078222617,0.38461538461538464,0,0.4385915138398183,medium
s_000034,1,16145.24,0.0,38,14241.32,2,0.8820208296172979,0.0,2.0,1,0.716402441426272,high
s_000035,0,28947.34,6.32,22,18183.0,2,0.6281189180450416,15.88823363373034,0.2863092139510671,1,0.5380127357008742,medium
s_000036,0,21992.42,0.0,4,17269.38,0,0.7852066663574834,0.0,2.0,0,0.5628894110132281,medium
s_000037,0,25693.43,2.93,13,11233.49,1,0.43719553226127217,5.0153521312067415,0.35951327433628316,1,0.43095472715122535,medium
s_000038,0,20968.51,2.51,1,8168.49,0,0.3895412911412809,3.9765878589564694,0.03213367609254499,0,0.38652410122770575,medium
s_000039,0,40088.93,4.98,24,37905.24,0,0.9455052677817097,11.113324975001857,0.3949967083607636,0,0.3939203503510154,medium
s_000040,0,27253.22,5.31,13,15187.64,0,0.5572582888081185,12.23606517635469,0.20086526576019778,0,0.3470825204732978,medium
s_000041,1,13844.72,3.91,0,11542.85,3,0.8336763996382999,7.731524493914509,0.0,1,0.7643827552666035,high
s_000042,0,7936.54,0.0,8,7236.1,1,0.9116300516280863,0.0,2.0,1,0.7007695338996041,high
s_000043,0,35994.84,3.82,48,33480.24,1,0.9301141465235984,7.466121349134368,1.0247651579846286,1,0.44020620641097863,medium
s_000044,0,23809.97,2.26,15,23547.97,0,0.9889546708932899,3.397524981512277,0.5334281650071124,0,0.49998054927701374,medium
s_000045,0,16868.79,4.72,57,7941.4,0,0.4707468202034524,10.254464783693003,0.9888965995836225,0,0.27481495771684106,low
s_000046,0,34026.57,3.73,38,33563.34,1,0.9863572391446112,7.203826552603831,0.8304195804195804,1,0.4852752972004372,medium
s_000047,0,38700.07,3.25,8,11962.94,3,0.30911135015130076,5.859020822628983,0.2,1,0.5608265037434035,medium
s_000048,0,26020.83,4.55,32,11536.51,0,0.44333968825405434,9.705481698504201,0.5755395683453238,0,0.28848658753147477,low
s_000049,0,4669.5,5.58,29,1759.66,2,0.3767605181458088,13.181089181095771,0.4267216009417304,1,0.5452412463493407,medium
s_000050,0,20411.99,3.73,27,14832.15,1,0.726603501005977,7.203826552603831,0.5900349650349651,1,0.4762137737589742,medium
s_000051,0,13669.26,0.0,54,7996.72,2,0.5849720488125317,0.0,2.0,1,0.6338685887320958,medium
s_000052,1,17979.77,0.0,10,12111.26,2,0.6735673722538023,0.0,2.0,1,0.7176566348759799,high
s_000053,0,33502.57,3.94,35,20200.14,0,0.6029250017236969,7.820676697064008,0.7249378624689312,0,0.30099767715030795,medium
s_000054,1,47060.63,1.44,23,33131.02,1,0.7039921906657292,1.728,1.2582056892778992,1,0.45005528786421534,medium
s_000055,0,26388.53,0.0,31,28291.33,3,1.0720664596906426,0.0,2.0,1,0.819002268914663,high
s_000056,0,41737.54,0.0,25,16174.96,0,0.3875305652761213,0.0,2.0,0,0.3471421570217478,medium
s_000057,0,15525.73,6.95,17,6476.89,0,0.4171444985518522,18.322182593785055,0.2014218009478673,0,0.35574815841664925,medium
s_000058,0,31282.66,6.71,36,17932.92,1,0.573235996043941,17.381361022658727,0.4416094210009814,1,0.38379490933940114,medium
s_000059,0,40285.12,0.29,21,27017.57,0,0.6706421467244797,0.1561697794069006,2.0,0,0.4222116311420469,medium
s_000060,0,29770.76,2.47,69,24635.56,0,0.8274808073153889,3.881909710438923,2.0,0,0.31376729645277385,medium
s_000061,0,23881.27,5.19,41,15810.4,0,0.6620141217731815,11.82363560839051,0.6479140328697851,0,0.32506630980761536,medium
s_000062,1,27860.4,4.96,24,11535.28,1,0.41402370304435526,11.046444495854763,0.39656311962987445,1,0.37107173090153345,medium
s_000063,0,25079.68,4.72,5,18019.62,0,0.7184661659891198,10.254464783693003,0.08674531575294935,0,0.4123030424360854,medium
s_000064,0,12083.34,1.29,34,13095.46,2,1.083671925814732,1.4651583532164707,2.0,1,0.7066205728405756,high
s_000065,0,49933.78,4.29,43,33519.03,1,0.6712561865697616,8.885583211022222,0.819359756097561,1,0.33480708683068844,medium
s_000066,0,21922.84,0.0,23,20483.31,0,0.934293901068426,0.0,2.0,0,0.5625038661956445,medium
s_000067,0,20449.3,0.0,24,10442.33,0,0.5106198931067026,0.0,2.0,0,0.45861808745953114,medium
s_000068,1,32337.27,0.0,14,21699.68,0,0.6710216718457728,0.0,2.0,0,0.4818744945817848,medium
s_000069,1,33884.28,0.0,1,25723.21,3,0.7591263817209124,0.0,1.0,1,0.8013196642434322,high
s_000070,0,35905.33,4.75,30,31219.12,3,0.8694600645624322,10.3523849909091,0.5172413793103449,1,0.6644687103149425,medium
s_000071,1,16224.37,3.09,0,13819.3,0,0.851709390910654,5.431724311855306,0.0,0,0.5013837194795553,medium
s_000072,1,16454.32,4.15,35,12235.91,2,0.7435838379320487,8.454192746797297,0.6889763779527559,1,0.5748405887444802,medium
s_000073,0,36813.53,3.74,10,20927.69,0,0.5684627781476498,7.23281577257433,0.2179598953792502,0,0.3355472569514716,medium
s_000074,0,41993.53,1.77,25,42897.81,4,1.021509468018811,2.3548318411300624,1.1241007194244603,1,0.813626316886623,high
s_000075,0,41220.51,3.3,44,11987.33,0,0.29080278718562225,5.994747701113033,1.0837438423645323,0,0.19982768871518714,low
s_000076,0,36179.29,3.81,47,4037.1,0,0.11158285353710543,7.436823313754335,1.0059931506849316,0,0.17275211139157032,low
s_000077,1,34109.53,0.3,45,12780.2,2,0.37467022646672454,0.1643167672515498,2.0,1,0.5039636002747087,medium
s_000078,0,19700.03,5.91,24,12242.18,1,0.6213979675174344,14.367500513311285,0.3337041156840934,1,0.45275265326684827,medium
s_000079,0,18729.85,7.38,54,16187.21,3,0.8642005034475211,20.04862269583624,0.6029477445288075,1,0.6707630063280566,medium
s_000080,0,46770.02,4.69,15,8171.67,4,0.17471652318037967,10.15685527119492,0.26187150837988826,1,0.5573905358001444,medium
s_000081,0,19870.83,5.03,23,9985.79,1,0.5025098342729382,11.28111373047892,0.3748370273794003,1,0.4235870671245033,medium
s_000082,0,19518.29,3.01,38,14337.04,2,0.7345062243554965,5.222154823442138,1.0237068965517242,1,0.5705918335605871,medium
s_000083,1,44388.98,0.0,0,29928.18,0,0.6742102609642987,0.0,0.0,0,0.5046275052286396,medium
s_000084,1,22175.07,2.7,4,16368.77,0,0.7381276303691322,4.436552715791846,0.11976047904191615,0,0.4562356805808973,medium
s_000085,0,33611.32,2.42,7,19753.72,0,0.5876928459564826,3.764636503037179,0.2330226364846871,0,0.38150642269522006,medium
s_000086,1,3000.0,1.82,11,1905.06,1,0.634808397200933,2.4553142365082317,0.4816112084063047,1,0.5891971652314559,medium
s_000087,1,34826.3,8.25,11,31357.09,2,0.9003594881027239,23.69632091696937,0.11,1,0.6472411059913387,medium
s_000088,0,27709.43,3.39,31,18878.36,1,0.6812727193334784,6.2416519447979475,0.7437619961612284,1,0.4377222333833004,medium
s_000089,0,5288.92,0.79,23,2500.91,0,0.4727689643699715,0.7021673589679316,2.0,0,0.4558848353928752,medium
s_000090,0,26234.46,4.86,29,27730.66,2,1.0569915679008488,10.714068134933623,0.4888739042481456,1,0.6372224183024743,medium
s_000091,0,33450.83,1.68,22,24494.38,0,0.7322284012563737,2.177528874665041,1.0396975425330812,0,0.4042470276414577,medium
s_000092,0,37934.01,3.37,21,12801.61,0,0.3374616218632867,6.186497635981121,0.5067567567567568,0,0.2574407990960728,low
s_000093,1,27806.33,2.98,0,29758.21,3,1.070157041326873,5.144277597486356,0.0,1,0.7941243856922501,high
s_000094,0,3000.0,4.12,30,1618.07,0,0.5391769410196601,8.36268664963599,0.5947660586835845,0,0.3893966176124177,medium
s_000095,0,15726.02,0.0,2,7423.88,1,0.4720461981990231,0.0,2.0,1,0.6010885764543958,medium
s_000096,0,19447.72,1.7,11,9101.09,3,0.46795316092781425,2.2165288177689004,0.5140186915887851,1,0.7008783327878045,high
s_000097,1,31492.26,3.62,0,18363.38,1,0.5830892070239792,6.887519727739442,0.0,1,0.468530723540079,medium
s_000098,0,44044.69,2.12,42,32417.81,0,0.7360041357054459,3.08676659305494,1.588502269288956,0,0.3176672332708895,medium
s_000099,0,28863.87,4.87,51,14769.19,2,0.5116666037297241,10.747153250977675,0.8580080753701211,1,0.4362797948311912,medium
s_000100,1,29923.43,1.31,30,25822.46,0,0.8629223681119406,1.4993635316360072,1.7942583732057418,0,0.4372831988675827,medium
s_000101,0,21412.81,5.22,19,16006.74,0,0.747496125164088,11.926300683782879,0.2985543683218102,0,0.3979656782804528,medium
s_000102,0,13804.68,5.12,21,11924.06,2,0.8637068221195913,11.585237502960394,0.336322869955157,1,0.63530067440874,medium
s_000103,0,19763.61,8.92,12,10383.78,0,0.5253723701100098,26.640801189153454,0.11106997408367272,0,0.41214410756468184,medium
s_000104,1,36842.14,4.52,38,22069.03,0,0.5989997052368501,9.609651814712121,0.6879073135409124,0,0.2818290702223282,low
s_000105,0,39150.84,3.92,53,24166.21,4,0.6172432764334959,7.761204030303546,1.103247293921732,1,0.6400022966145175,medium
s_000106,0,27568.64,5.31,62,28332.33,1,1.027664126190984,12.23606517635469,0.957972805933251,1,0.44918520438691006,medium
s_000107,0,20435.61,4.6,24,11522.32,0,0.5638077939540853,9.865900871182518,0.42704626334519574,0,0.3484843786709985,medium
s_000108,0,52059.08,4.66,21,37341.77,0,0.7172822246911644,10.059557445534073,0.3689388615600843,0,0.3053793392416769,medium
s_000109,1,40945.9,3.86,0,30613.48,0,0.7476385269702956,7.5836967238939605,0.0,0,0.394138723554737,medium
s_000110,1,47271.54,0.0,41,40668.96,1,0.860308331221466,0.0,2.0,1,0.5345607794537529,medium
s_000111,0,36107.83,2.07,23,9591.92,0,0.26563918022267685,2.9782113759771986,0.8900928792569661,0,0.26424402841127803,low
s_000112,0,57884.37,2.7,52,33108.41,1,0.5719650751131072,4.436552715791846,1.55688622754491,1,0.2809635897127402,low
s_000113,0,42723.05,1.22,27,22088.8,0,0.5170109107165636,1.3475340440968457,1.7263427109974423,0,0.3158076993099011,medium
s_000114,0,32670.04,1.56,32,9558.38,1,0.2925643015955415,1.9484393755003004,1.622718052738337,1,0.3517190391664624,medium
s_000115,0,34374.32,0.0,37,17265.01,0,0.5022501608712296,0.0,2.0,0,0.3823018722049978,medium
s_000116,1,37296.71,3.2,16,19042.63,0,0.5105576186849006,5.7243340223994625,0.4060913705583756,0,0.31372904451499667,medium
s_000117,1,42876.37,3.67,0,54000.81,2,1.2594244936198278,7.030708570265162,0.0,1,0.7301291773668296,high
s_000118,0,27280.46,5.41,36,18736.89,1,0.686799386836335,12.583339024281274,0.5461165048543689,1,0.4174823305650299,medium
s_000119,1,14924.6,0.43,23,7086.36,3,0.47477890336066886,0.281969856544986,2.0,1,0.7278758895213745,high
s_000120,0,43872.2,0.79,16,36915.56,2,0.8414148044820072,0.7021673589679316,1.5267175572519083,1,0.6459822463329707,medium
s_000121,0,42221.44,7.26,9,23427.54,2,0.5548599275645841,19.56162508586646,0.10213345438039037,1,0.5119472700381416,medium
s_000122,0,27322.79,4.31,0,29542.98,2,1.0812182350984252,8.947792521063503,0.0,1,0.702561010333084,high
s_000123,0,42334.27,0.0,38,21038.08,2,0.49693978566807306,0.0,2.0,1,0.5456686254440796,medium
s_000124,0,57950.45,5.18,16,44383.02,1,0.7658655650548865,11.789479717103719,0.253324889170361,1,0.39776462692674364,medium
s_000125,0,33347.41,2.6,3,13378.49,0,0.4011732493393238,4.192374029115246,0.09316770186335403,0,0.33792688822897676,medium
s_000126,0,32866.35,2.9,48,25141.06,1,0.7649250700162928,4.938522046118656,1.340782122905028,1,0.41265483192395014,medium
s_000127,1,24657.28,1.56,19,22954.43,0,0.9309015065122143,1.9484393755003004,0.9634888438133875,0,0.49273780012883495,medium
s_000128,0,26710.07,0.5,37,22087.26,1,0.8268953658539324,0.3535533905932738,2.0,1,0.5514112985879307,medium
s_000129,0,19737.18,4.1,8,18137.22,0,0.9188901914968858,8.3018672598398,0.15936254980079684,0,0.4745579142148936,medium
s_000130,1,23421.02,8.55,0,15900.92,3,0.6788876450451328,25.000527494434994,0.0,1,0.7383283409799432,high
s_000131,1,53825.75,3.2,0,40452.29,2,0.7515276326361893,5.7243340223994625,0.0,1,0.5651501007852989,medium
s_000132,0,19043.24,6.15,26,15368.18,0,0.8069726069404712,15.251504024193812,0.3475935828877005,0,0.40677464844331956,medium
s_000133,0,18210.92,5.15,32,14273.59,1,0.7837498737090873,11.687209889447525,0.5095541401273885,1,0.47680258653299445,medium
s_000134,0,25401.39,5.2,0,19300.78,3,0.7598017351910588,11.857824421031035,0.0,1,0.7196997324507227,high
s_000135,0,24048.78,3.09,39,19980.26,0,0.8307876413006688,5.431724311855306,1.0241596638655464,0,0.3832795229814636,medium
s_000136,0,12638.88,3.4,11,9895.59,0,0.782886388161913,6.269290230959163,0.26315789473684215,0,0.46284674815865745,medium
s_000137,0,30411.1,5.48,6,13719.3,1,0.45111320822961914,12.82835110214871,0.08987417615338525,1,0.41025060323300594,medium
s_000138,1,47275.73,6.11,29,51753.71,1,1.0946973278397214,15.102951069244714,0.3902045209903121,1,0.5082111443341111,medium
s_000139,0,15703.72,1.15,13,8467.24,0,0.5391525605041032,1.2332376088978148,0.8783783783783784,0,0.45272741255587245,medium
s_000140,0,21729.27,0.46,30,6197.85,0,0.2852173488870594,0.31198717922376235,2.0,0,0.3566291203507636,medium
s_000141,0,29777.63,0.0,13,20389.39,1,0.6846987252267818,0.0,2.0,1,0.5864451564141789,medium
s_000142,1,31921.3,5.26,34,28314.42,1,0.8869793216654188,12.063646878121059,0.5302557704304429,1,0.4635196804857924,medium
s_000143,1,25844.03,0.0,18,17407.16,0,0.6735205956425665,0.0,2.0,0,0.4946009979305156,medium
s_000144,0,48452.42,8.19,0,40783.98,0,0.8417151978126622,23.43828617881435,0.0,0,0.42431450373352597,medium
s_000145,0,3000.0,3.32,33,2364.74,1,0.7879840053315561,6.049327896551814,0.8080313418217434,1,0.5307720773611343,medium
s_000146,1,26133.75,3.06,13,22212.58,3,0.8499250997235482,5.352813839467986,0.3446447507953341,1,0.7301120490888001,high
s_000147,0,3000.0,2.92,27,2374.38,0,0.7911962679106964,4.9896981872654385,0.7491675915649278,0,0.4610595257854214,medium
s_000148,0,30982.76,6.11,59,26212.27,0,0.8460002917657509,15.102951069244714,0.7938643702906351,0,0.31897784687916986,medium
s_000149,0,39067.6,5.03,12,30202.81,0,0.7730712131993469,11.28111373047892,0.19556714471968709,0,0.3723512854207245,medium
s_000150,0,22628.65,9.23,58,12112.39,2,0.5352442481434754,28.041584602158277,0.5189692197566214,1,0.5106014511545897,medium
s_000151,1,43721.1,2.8,4,36707.79,2,0.8395706061694201,4.685296148590822,0.115606936416185,1,0.6189771821350223,medium
s_000152,0,45738.38,3.81,11,43440.38,0,0.9497369662640814,7.436823313754335,0.23544520547945205,0,0.4195172607588321,medium
s_000153,0,27724.42,3.14,34,20982.09,0,0.7567816826580085,5.564094176054176,0.8790072388831438,0,0.36602599723329743,medium
s_000154,0,33942.99,4.21,33,26134.72,1,0.7699365926044641,8.638197786575624,0.6405279503105591,1,0.43069719350814056,medium
s_000155,0,36853.89,4.46,27,33904.24,1,0.9199387109824503,9.418945588546523,0.4952311078503302,1,0.47890788028198167,medium
s_000156,0,44092.08,6.89,55,25299.06,1,0.5737648628764423,18.085429743304413,0.6572657743785851,1,0.3088740318054199,medium
s_000157,0,42464.2,0.0,12,20137.42,0,0.47420994131665456,0.0,2.0,0,0.39434068233988256,medium
s_000158,0,15813.92,1.35,8,14291.33,0,0.9036612262344672,1.568558255214004,0.4651162790697674,0,0.5456159408481257,medium
s_000159,0,42216.62,3.84,12,20840.4,1,0.49364222805548963,7.524832489829922,0.2548853016142736,1,0.3757658842191032,medium
s_000160,0,26139.23,4.29,20,9695.75,0,0.37091295677199476,8.885583211022222,0.3810975609756097,0,0.29640803754226774,low
s_000161,0,30883.17,1.57,18,16822.26,3,0.5446887515513611,1.967204361524242,0.907258064516129,1,0.6698777444486547,medium
s_000162,0,14563.8,7.82,25,8285.08,1,0.568842689223333,21.86805359422736,0.2636018557570645,1,0.47848597892257505,medium
s_000163,0,28852.13,4.17,24,18075.34,0,0.6264602835117021,8.515380966228111,0.4702194357366771,0,0.34055497561501374,medium
s_000164,0,9504.45,2.53,10,4383.98,2,0.46120699177840074,4.024211351308477,0.31887755102040816,1,0.6177511329021587,medium
s_000165,0,26349.46,6.57,36,22692.9,2,0.8611955920314105,16.840231382020853,0.45090180360721444,1,0.5792941230747976,medium
s_000166,1,28890.36,2.77,0,19266.35,3,0.6668550736275481,4.610198802654827,0.0,1,0.7147782066214408,high
s_000167,0,29781.0,8.44,5,17784.74,2,0.5971640588274797,24.519616310211706,0.04888541259288228,1,0.5961467369924305,medium
s_000168,0,26223.45,1.4,0,15983.5,0,0.6094884735428198,1.6565023392678924,0.0,0,0.46339175062564897,medium
s_000169,0,31965.5,6.39,58,20278.72,1,0.6343741103968217,16.152929115179077,0.7466529351184347,1,0.34922871993489996,medium
s_000170,0,28958.89,2.22,32,18486.27,1,0.6383404771219781,3.307725502516798,1.1577424023154848,1,0.44174649263445287,medium
s_000171,0,21591.74,0.0,46,14690.13,2,0.6803272766679911,0.0,2.0,1,0.646499007299316,medium
s_000172,0,7763.74,7.6,38,7530.85,0,0.9698779353848295,20.951754103177137,0.41214750542299355,0,0.46276260191327706,medium
s_000173,0,30422.23,3.43,42,15960.47,1,0.5246145790568588,6.352448897866083,0.9962049335863377,1,0.3622215825918903,medium
s_000174,0,12894.03,3.92,28,11001.82,2,0.853182970493283,7.761204030303546,0.5828476269775188,1,0.626253809097852,medium
s_000175,0,37163.53,3.25,18,31045.11,0,0.8353424622886393,5.859020822628983,0.45,0,0.3974483199408605,medium
s_000176,0,55927.73,5.06,3,15651.05,1,0.2798391810434458,11.382188541752415,0.04860661049902787,1,0.27699106486470526,low
s_000177,1,17292.72,6.2,11,14690.56,3,0.8494736817758122,15.43787550150603,0.1458885941644562,1,0.7379506118938358,high
s_000178,0,40008.69,4.68,24,33330.81,0,0.8330684391706108,10.124387981502881,0.41987403778866345,0,0.3625027226254108,medium
s_000179,0,6608.55,3.24,32,4966.73,1,0.7514475266848726,5.832000000000001,0.8024072216649949,1,0.5167964567828855,medium
s_000180,0,19881.43,2.63,36,14162.11,1,0.7122927127116756,4.2651432566796625,1.1056511056511056,1,0.46998271876734943,medium
s_000181,0,46462.58,5.14,13,23045.16,0,0.4959833056342193,11.653186002119762,0.20740268028079134,0,0.2737814859518698,low
s_000182,0,37574.87,3.82,19,37172.46,1,0.9892641208307351,7.466121349134368,0.4056362083689155,1,0.522111227623824,medium
s_000183,0,39513.38,1.29,0,29341.79,0,0.7425597972181267,1.4651583532164707,0.0,0,0.46510483129585034,medium
s_000184,0,31593.46,3.07,0,17417.19,1,0.5512735460583912,5.379074548656115,0.0,1,0.46917774397534495,medium
s_000185,0,17637.0,0.0,33,17045.4,0,0.9664020864043543,0.0,2.0,0,0.5600834738646836,medium
s_000186,0,25027.49,4.38,15,10787.31,3,0.4310012309971556,9.166660896967882,0.28005974607916356,1,0.6172112041350318,medium
s_000187,0,31942.9,4.2,24,26211.28,1,0.8205410109598389,8.607438643406063,0.46692607003891046,1,0.4712166018119449,medium
s_000188,0,37068.3,6.99,19,19405.71,0,0.5234981507608721,18.480587084830397,0.22384542884071632,0,0.3070437291058877,medium
s_000189,0,49249.88,2.55,21,17164.55,0,0.3485125544964882,4.072023452781184,0.6645569620253166,0,0.2375967203993093,low
s_000190,0,23650.47,2.5,27,16040.55,0,0.6782052024673307,3.952847075210474,0.8709677419354839,0,0.3855290484868205,medium
s_000191,0,18982.67,0.94,39,14831.48,0,0.7812756964275085,0.9113638131942697,2.0,0,0.44111667428514517,medium
s_000192,0,3000.0,0.0,10,1991.62,3,0.6636521159613462,0.0,2.0,1,0.822888392194893,high
s_000193,0,30803.26,0.0,40,17613.89,0,0.5718004587677159,0.0,2.0,0,0.4073670619082523,medium
s_000194,0,30969.84,5.13,34,24212.09,0,0.7817705299565656,11.619195195881684,0.5434782608695652,0,0.34938819524448583,medium
s_000195,0,16270.17,4.27,10,10818.26,1,0.664872900965327,8.823518742542568,0.19142419601837674,1,0.5079726478881685,medium
s_000196,0,24759.47,3.44,6,17596.95,0,0.7106872365508409,6.3802495249010445,0.14191106906338694,0,0.4220992538452977,medium
s_000197,0,39125.69,6.7,44,15235.29,0,0.38938356400707547,17.34252000143001,0.5405405405405405,0,0.22418686042271468,low
s_000198,0,21237.78,0.0,22,14934.32,0,0.703162799369832,0.0,2.0,0,0.5082441513852991,medium
s_000199,1,32522.17,6.68,0,20371.89,2,0.6263808232715323,17.264924905715635,0.0,1,0.5776030258561551,medium
s_000200,0,26904.14,2.61,41,7282.39,1,0.27066909891567187,4.216584043986316,1.2685643564356435,1,0.32595137852898315,medium
s_000201,0,22361.93,4.57,28,25951.24,0,1.1604579543020526,9.769544155179402,0.501432664756447,0,0.4801762076801276,medium
s_000202,0,26571.83,1.66,31,13726.31,0,0.5165543150654258,2.1387603886363706,1.4818355640535374,0,0.34638225232363945,medium
s_000203,0,12868.19,3.62,30,12564.26,0,0.9763054240398968,6.887519727739442,0.6750675067506751,0,0.4578421573874538,medium
s_000204,1,11019.15,0.95,26,9942.15,3,0.9021791899384309,0.9259454627568515,2.0,1,0.7825001340243463,high
s_000205,0,33596.69,1.41,14,24017.75,1,0.7148631349357649,1.6742822342723462,0.7812500000000001,1,0.5203418843077932,medium
s_000206,0,28811.04,2.63,37,11773.28,1,0.40862361707119665,4.2651432566796625,1.1363636363636362,1,0.3613421152234028,medium
s_000207,0,21855.04,1.0,55,6641.06,2,0.30385467815761685,1.0,2.0,1,0.4744692051753074,medium
s_000208,0,4978.67,6.0,50,3838.22,1,0.7707779832800165,14.696938456699069,0.684931506849315,1,0.4734621328856303,medium
s_000209,0,22928.77,1.43,32,13254.49,1,0.5780472285592049,1.7100312862634999,1.7621145374449338,1,0.46466222714978894,medium
s_000210,0,17083.12,6.65,5,11130.27,0,0.6514979993116415,17.148749954442746,0.061881188118811874,0,0.42532903384524273,medium
s_000211,0,15539.06,0.0,32,3576.01,0,0.23011558513931094,0.0,2.0,0,0.39545977528794213,medium
s_000212,1,14180.84,0.0,38,9860.22,2,0.6952708534294562,0.0,2.0,1,0.6842728036617179,medium
s_000213,0,23838.97,3.04,14,16388.18,0,0.6874245227657585,5.3004211153454595,0.3735325506937033,0,0.40718998392081945,medium
s_000214,0,28171.31,7.79,25,12744.06,0,0.45236120147762104,21.74233517817256,0.2646062658763759,0,0.31709632211943084,medium
s_000215,0,19162.25,4.84,30,14100.04,0,0.7357854226188147,10.648,0.5077860528097495,0,0.37809214066290064,medium
s_000216,0,25820.82,0.62,0,19621.12,0,0.7598658808712941,0.4881884881887323,0.0,0,0.5429857277627813,medium
s_000217,0,30520.9,2.61,18,11605.6,1,0.3802384517346561,4.216584043986316,0.556930693069307,1,0.3926647492639649,medium
s_000218,0,19248.52,0.0,19,7152.61,1,0.3715734210515379,0.0,2.0,1,0.5303753487234324,medium
s_000219,0,32631.77,1.16,32,17698.15,0,0.5423428657757218,1.2493582352552048,2.0,0,0.3436489749607605,medium
s_000220,0,42127.79,0.5,0,22337.58,2,0.5302212572447488,0.3535533905932738,0.0,1,0.6271394094604881,medium
