txn_id,user_id,ts,amount,merchant_cat,merchant_id,city,country,device_id
t_00000134,u_00017,2026-03-27 10:11:57,21.64,fuel,m_00341,Mumbai,IN,d_00164
t_00000135,u_00133,2026-03-23 06:43:57,25.91,restaurant,m_00128,New York,US,d_00188
t_00000136,u_00041,2026-03-26 08:15:57,27.86,electronics,m_00054,Seattle,US,d_00015
t_00000137,u_00166,2026-03-26 00:20:57,19.77,restaurant,m_00314,London,GB,d_00165
t_00000138,u_00184,2026-03-21 23:29:57,12.31,grocery,m_00193,Munich,DE,d_00138
t_00000139,u_00086,2026-03-26 12:42:57,37.94,pharmacy,m_00356,Mumbai,IN,d_00229
t_00000140,u_00068,2026-03-22 09:18:57,38.14,pharmacy,m_00112,New York,US,d_00076
t_00000141,u_00192,2026-03-26 16:17:57,10.61,ecommerce,m_00099,Berlin,DE,d_00235
t_00000142,u_00121,2026-03-27 01:34:57,48.5,electronics,m_00272,Lagos,NG,d_00121
t_00000143,u_00079,2026-03-22 04:33:57,33.69,fuel,m_00201,Curitiba,BR,d_00203
t_00000144,u_00180,2026-03-26 15:37:57,34.35,grocery,m_00022,Bristol,GB,d_00008
t_00000145,u_00171,2026-03-20 23:14:57,43.61,electronics,m_00387,New York,US,d_00017
t_00000146,u_00193,2026-03-24 04:58:57,34.23,grocery,m_00385,Abuja,NG,d_00163
t_00000147,u_00087,2026-03-23 20:22:57,29.98,ecommerce,m_00011,Mumbai,IN,d_00109
t_00000148,u_00159,2026-03-26 16:42:57,14.38,grocery,m_00212,New York,US,d_00191
t_00000149,u_00145,2026-03-23 20:34:57,21.37,pharmacy,m_00047,Sao Paulo,BR,d_00056
t_00000150,u_00196,2026-03-26 04:53:57,77.51,grocery,m_00003,Mumbai,IN,d_00193
t_00000151,u_00152,2026-03-23 05:03:57,46.19,electronics,m_00264,Bengaluru,IN,d_00089
t_00000152,u_00128,2026-03-24 07:01:57,26.32,grocery,m_00326,Seattle,US,d_00043
t_00000153,u_00092,2026-03-23 05:36:57,24.58,restaurant,m_00203,Kano,NG,d_00025
t_00000154,u_00118,2026-03-25 16:47:57,72.66,travel,m_00305,Kano,NG,d_00033
t_00000155,u_00170,2026-03-22 00:15:57,47.88,pharmacy,m_00166,Bristol,GB,d_00142
t_00000156,u_00086,2026-03-22 08:02:57,12.33,pharmacy,m_00357,Manchester,GB,d_00119
t_00000157,u_00186,2026-03-22 17:31:57,10.22,fuel,m_00371,Mumbai,IN,d_00040
t_00000158,u_00067,2026-03-24 00:19:57,16.09,grocery,m_00085,Abuja,NG,d_00187
t_00000159,u_00188,2026-03-25 13:02:57,23.63,restaurant,m_00141,London,GB,d_00077
t_00000160,u_00178,2026-03-20 15:20:57,23.61,travel,m_00324,Bengaluru,IN,d_00057
t_00000161,u_00190,2026-03-27 05:14:57,164.04,electronics,m_00221,Kano,NG,d_00063
t_00000162,u_00059,2026-03-25 08:24:57,7.52,fuel,m_00329,Austin,US,d_00174
t_00000163,u_00063,2026-03-20 19:12:57,49.17,restaurant,m_00366,Abuja,NG,d_00201
t_00000164,u_00160,2026-03-20 16:44:57,44.89,restaurant,m_00266,Lagos,NG,d_00220
t_00000165,u_00100,2026-03-21 17:26:57,63.01,restaurant,m_00055,New York,US,d_00213
t_00000166,u_00148,2026-03-26 12:17:57,141.81,travel,m_00105,Lagos,NG,d_00117
t_00000167,u_00088,2026-03-27 13:29:57,30.29,pharmacy,m_00234,Manchester,GB,d_00106
t_00000168,u_00092,2026-03-25 08:40:57,10.36,grocery,m_00130,Bengaluru,IN,d_00164
t_00000169,u_00161,2026-03-26 13:45:57,17.51,pharmacy,m_00181,Sao Paulo,BR,d_00179
t_00000170,u_00057,2026-03-25 21:56:57,58.64,restaurant,m_00237,London,GB,d_00206
t_00000171,u_00165,2026-03-25 22:00:57,52.64,pharmacy,m_00116,Bristol,GB,d_00144
t_00000172,u_00091,2026-03-22 16:35:57,39.42,electronics,m_00118,Delhi,IN,d_00201
t_00000173,u_00124,2026-03-25 10:50:57,41.44,electronics,m_00370,Delhi,IN,d_00001
t_00000174,u_00160,2026-03-24 12:04:57,34.47,grocery,m_00338,Mumbai,IN,d_00164
t_00000175,u_00163,2026-03-21 17:33:57,30.39,grocery,m_00337,New York,US,d_00150
t_00000176,u_00149,2026-03-25 03:44:57,88.84,electronics,m_00120,Manchester,GB,d_00037
t_00000177,u_00137,2026-03-23 22:56:57,153.23,travel,m_00353,Seattle,US,d_00043
t_00000178,u_00051,2026-03-21 22:10:57,29.95,pharmacy,m_00110,Rio,BR,d_00127
t_00000179,u_00068,2026-03-26 04:00:57,14.49,fuel,m_00072,Berlin,DE,d_00108
t_00000180,u_00064,2026-03-26 23:27:57,10.26,fuel,m_00277,Sao Paulo,BR,d_00128
t_00000181,u_00128,2026-03-20 21:37:57,7.36,ecommerce,m_00239,Delhi,IN,d_00171
t_00000182,u_00006,2026-03-22 05:17:57,25.06,grocery,m_00350,Bengaluru,IN,d_00157
t_00000183,u_00009,2026-03-25 23:24:57,44.14,pharmacy,m_00213,Lagos,NG,d_00055
t_00000184,u_00200,2026-03-23 20:47:57,51.27,travel,m_00395,Manchester,GB,d_00135
t_00000185,u_00075,2026-03-22 21:24:57,110.19,electronics,m_00253,Munich,DE,d_00091
t_00000186,u_00168,2026-03-21 13:44:57,37.21,electronics,m_00061,Delhi,IN,d_00127
t_00000187,u_00011,2026-03-21 02:30:57,21.82,pharmacy,m_00284,Berlin,DE,d_00103
t_00000188,u_00049,2026-03-22 05:59:57,72.71,restaurant,m_00312,Kano,NG,d_00211
t_00000189,u_00161,2026-03-25 18:51:57,10.09,pharmacy,m_00353,Sao Paulo,BR,d_00173
t_00000190,u_00161,2026-03-20 17:29:57,15.7,fuel,m_00052,Lagos,NG,d_00196
t_00000191,u_00095,2026-03-20 23:11:57,96.92,electronics,m_00072,Mumbai,IN,d_00224
t_00000192,u_00082,2026-03-21 22:17:57,24.41,restaurant,m_00290,Lagos,NG,d_00006
t_00000193,u_00199,2026-03-27 07:28:57,10.85,restaurant,m_00295,Berlin,DE,d_00208
t_00000194,u_00169,2026-03-22 07:16:57,29.63,restaurant,m_00395,Berlin,DE,d_00040
t_00000195,u_00161,2026-03-25 22:48:57,17.64,restaurant,m_00003,New York,US,d_00004
t_00000196,u_00005,2026-03-22 05:22:57,65.67,pharmacy,m_00292,Bristol,GB,d_00071
t_00000197,u_00187,2026-03-23 11:12:57,13.47,grocery,m_00151,Abuja,NG,d_00195
t_00000198,u_00014,2026-03-25 00:02:57,40.58,grocery,m_00006,Seattle,US,d_00184
t_00000199,u_00080,2026-03-27 02:50:57,11.98,pharmacy,m_00308,Hamburg,DE,d_00080
t_00000200,u_00187,2026-03-25 07:57:57,16.51,restaurant,m_00347,London,GB,d_00113
t_00000201,u_00123,2026-03-27 09:38:57,48.37,electronics,m_00232,Delhi,IN,d_00099
t_00000202,u_00086,2026-03-23 09:02:57,139.86,travel,m_00372,Seattle,US,d_00223
t_00000203,u_00097,2026-03-20 14:17:57,38.15,pharmacy,m_00193,Sao Paulo,BR,d_00100
t_00000204,u_00083,2026-03-27 02:00:57,19.04,ecommerce,m_00217,London,GB,d_00068
t_00000205,u_00038,2026-03-26 21:01:57,51.62,electronics,m_00281,Abuja,NG,d_00071
t_00000206,u_00125,2026-03-25 20:53:57,34.51,restaurant,m_00103,Manchester,GB,d_00205
t_00000207,u_00182,2026-03-24 14:48:57,26.84,ecommerce,m_00301,Austin,US,d_00053
t_00000208,u_00198,2026-03-25 23:58:57,39.34,fuel,m_00204,Rio,BR,d_00017
t_00000209,u_00130,2026-03-27 03:37:57,26.75,fuel,m_00097,London,GB,d_00151
t_00000210,u_00145,2026-03-25 20:22:57,21.22,restaurant,m_00400,Sao Paulo,BR,d_00092
t_00000211,u_00021,2026-03-22 21:42:57,27.71,ecommerce,m_00306,Seattle,US,d_00040
t_00000212,u_00145,2026-03-27 07:47:57,14.76,travel,m_00291,Manchester,GB,d_00125
t_00000213,u_00156,2026-03-20 23:20:57,21.57,ecommerce,m_00020,Bengaluru,IN,d_00034
t_00000214,u_00143,2026-03-21 22:34:57,173.06,electronics,m_00362,Berlin,DE,d_00095
t_00000215,u_00181,2026-03-22 09:26:57,20.1,ecommerce,m_00164,Sao Paulo,BR,d_00024
t_00000216,u_00095,2026-03-21 02:40:57,25.94,pharmacy,m_00114,Manchester,GB,d_00061
t_00000217,u_00067,2026-03-27 07:20:57,79.52,travel,m_00364,Abuja,NG,d_00202
t_00000218,u_00113,2026-03-24 21:30:57,20.47,pharmacy,m_00054,Munich,DE,d_00195
t_00000219,u_00044,2026-03-20 23:40:57,22.67,fuel,m_00074,Abuja,NG,d_00113
t_00000220,u_00041,2026-03-21 16:19:57,31.36,electronics,m_00113,Delhi,IN,d_00238
t_00000221,u_00099,2026-03-21 21:24:57,19.33,grocery,m_00322,Austin,US,d_00216
t_00000222,u_00161,2026-03-22 05:20:57,28.1,fuel,m_00170,London,GB,d_00094
t_00000223,u_00113,2026-03-23 13:00:57,5.89,fuel,m_00137,Berlin,DE,d_00223
t_00000224,u_00126,2026-03-26 00:12:57,30.56,ecommerce,m_00234,Hamburg,DE,d_00028
t_00000225,u_00074,2026-03-22 10:07:57,13.7,ecommerce,m_00387,Munich,DE,d_00031
t_00000226,u_00015,2026-03-22 04:06:57,39.63,pharmacy,m_00151,Austin,US,d_00214
t_00000227,u_00114,2026-03-23 17:25:57,27.55,electronics,m_00270,Mumbai,IN,d_00001
t_00000228,u_00147,2026-03-21 13:42:57,7.44,fuel,m_00093,Curitiba,BR,d_00047
t_00000229,u_00156,2026-03-22 18:18:57,36.45,restaurant,m_00390,Bengaluru,IN,d_00188
t_00000230,u_00150,2026-03-21 04:57:57,12.23,fuel,m_00006,Seattle,US,d_00079
t_00000231,u_00133,2026-03-25 23:58:57,12.01,ecommerce,m_00172,Mumbai,IN,d_00208
t_00000232,u_00035,2026-03-24 15:05:57,42.24,pharmacy,m_00137,Manchester,GB,d_00224
t_00000233,u_00134,2026-03-24 05:28:57,5.23,restaurant,m_00265,Seattle,US,d_00239
t_00000234,u_00200,2026-03-26 04:56:57,48.22,electronics,m_00196,Sao Paulo,BR,d_00183
t_00000235,u_00115,2026-03-23 10:13:57,17.04,grocery,m_00272,Sao Paulo,BR,d_00132
t_00000236,u_00143,2026-03-27 03:15:57,5.42,grocery,m_00010,Lagos,NG,d_00210
t_00000237,u_00119,2026-03-21 23:26:57,21.7,fuel,m_00360,Berlin,DE,d_00134
t_00000238,u_00120,2026-03-27 07:26:57,54.8,travel,m_00257,Bengaluru,IN,d_00127
t_00000239,u_00059,2026-03-20 18:53:57,2.2,fuel,m_00076,Kano,NG,d_00221
t_00000240,u_00163,2026-03-25 03:15:57,11.89,pharmacy,m_00216,Curitiba,BR,d_00100
t_00000241,u_00062,2026-03-24 14:20:57,9.47,ecommerce,m_00367,Hamburg,DE,d_00215
t_00000242,u_00064,2026-03-25 12:04:57,25.38,restaurant,m_00340,Lagos,NG,d_00223
t_00000243,u_00052,2026-03-21 00:49:57,50.35,pharmacy,m_00011,Manchester,GB,d_00130
t_00000244,u_00009,2026-03-20 23:36:57,48.5,pharmacy,m_00318,Rio,BR,d_00222
t_00000245,u_00160,2026-03-24 01:13:57,47.06,ecommerce,m_00063,Sao Paulo,BR,d_00026
t_00000246,u_00089,2026-03-25 13:58:57,67.22,fuel,m_00062,Seattle,US,d_00166
t_00000247,u_00032,2026-03-26 19:00:57,12.86,fuel,m_00151,Munich,DE,d_00131
t_00000248,u_00074,2026-03-24 17:59:57,18.95,restaurant,m_00313,Kano,NG,d_00215
t_00000249,u_00118,2026-03-22 17:23:57,29.72,travel,m_00156,Rio,BR,d_00229
t_00000250,u_00132,2026-03-23 15:32:57,18.75,restaurant,m_00300,Munich,DE,d_00140
t_00000251,u_00073,2026-03-24 12:51:57,19.63,fuel,m_00152,New York,US,d_00225
t_00000252,u_00113,2026-03-23 03:19:57,32.2,grocery,m_00265,Munich,DE,d_00169
t_00000253,u_00174,2026-03-23 17:24:57,27.49,fuel,m_00214,Bengaluru,IN,d_00190
t_00000254,u_00133,2026-03-27 02:00:57,29.25,pharmacy,m_00381,Hamburg,DE,d_00025
t_00000255,u_00039,2026-03-23 20:29:57,199.15,electronics,m_00144,Rio,BR,d_00107
t_00000256,u_00186,2026-03-26 06:14:57,20.59,ecommerce,m_00181,Hamburg,DE,d_00091
t_00000257,u_00098,2026-03-23 05:10:57,22.06,ecommerce,m_00095,Sao Paulo,BR,d_00114
t_00000258,u_00023,2026-03-20 16:45:57,14.43,ecommerce,m_00166,Rio,BR,d_00211
t_00000259,u_00007,2026-03-25 13:12:57,45.15,ecommerce,m_00290,Hamburg,DE,d_00013
t_00000260,u_00133,2026-03-24 13:42:57,42.73,travel,m_00373,Abuja,NG,d_00212
t_00000261,u_00116,2026-03-26 23:06:57,19.77,pharmacy,m_00035,Rio,BR,d_00003
t_00000262,u_00147,2026-03-26 14:35:57,46.48,fuel,m_00216,Hamburg,DE,d_00040
t_00000263,u_00192,2026-03-21 20:00:57,48.84,grocery,m_00088,Bengaluru,IN,d_00209
t_00000264,u_00168,2026-03-22 08:32:57,48.91,ecommerce,m_00354,Delhi,IN,d_00229
t_00000265,u_00135,2026-03-27 00:06:57,55.71,electronics,m_00262,London,GB,d_00075
t_00000266,u_00155,2026-03-25 02:23:57,47.31,ecommerce,m_00292,Lagos,NG,d_00028
t_00000267,u_00026,2026-03-26 14:57:57,46.5,grocery,m_00343,Austin,US,d_00151
t_00000268,u_00132,2026-03-25 21:29:57,30.15,travel,m_00102,Berlin,DE,d_00037
t_00000269,u_00157,2026-03-24 14:27:57,32.31,electronics,m_00032,Kano,NG,d_00111
t_00000270,u_00071,2026-03-23 01:55:57,27.94,grocery,m_00137,Kano,NG,d_00044
t_00000271,u_00102,2026-03-27 10:22:57,97.83,electronics,m_00023,Berlin,DE,d_00150
t_00000272,u_00065,2026-03-24 02:15:57,32.75,restaurant,m_00035,Bristol,GB,d_00228
t_00000273,u_00103,2026-03-24 21:19:57,14.71,pharmacy,m_00249,New York,US,d_00225
t_00000274,u_00048,2026-03-25 03:55:57,25.96,ecommerce,m_00203,Rio,BR,d_00002
t_00000275,u_00167,2026-03-23 06:35:57,15.74,grocery,m_00217,Mumbai,IN,d_00017
