customer_id,timestamp,amount,merchant_category,merchant_id,city,country,device_id
user_0115,2026-03-22 21:38:57,17.29,pharmacy,merchant_00179,Bengaluru,IN,device_0207
user_0124,2026-03-22 14:34:57,100.44,travel,merchant_00001,Delhi,IN,device_0160
user_0112,2026-03-21 13:01:57,20.51,pharmacy,merchant_00171,Seattle,US,device_0203
user_0186,2026-03-27 08:32:57,24.85,fuel,merchant_00066,Austin,US,device_0041
user_0122,2026-03-22 03:51:57,33.97,ecommerce,merchant_00080,Sao Paulo,BR,device_0169
user_0112,2026-03-24 06:51:57,17.26,fuel,merchant_00109,Austin,US,device_0224
user_0067,2026-03-26 10:56:57,60.6,restaurant,merchant_00068,Mumbai,IN,device_0140
user_0108,2026-03-22 15:50:57,25.32,travel,merchant_00067,Curitiba,BR,device_0212
user_0156,2026-03-24 06:50:57,103.43,electronics,merchant_00077,Bristol,GB,device_0002
user_0175,2026-03-20 21:26:57,28.8,travel,merchant_00285,Berlin,DE,device_0133
user_0195,2026-03-23 17:31:57,28.12,grocery,merchant_00227,Delhi,IN,device_0229
user_0116,2026-03-22 21:09:57,34.97,travel,merchant_00245,Kano,NG,device_0131
user_0115,2026-03-22 23:54:57,33.39,restaurant,merchant_00063,Berlin,DE,device_0036
user_0172,2026-03-22 03:18:57,51.0,electronics,merchant_00063,Kano,NG,device_0078
user_0120,2026-03-26 10:37:57,13.29,pharmacy,merchant_00049,Berlin,DE,device_0057
user_0104,2026-03-25 19:04:57,19.92,restaurant,merchant_00101,Delhi,IN,device_0087
user_0113,2026-03-23 04:14:57,24.87,grocery,merchant_00197,Mumbai,IN,device_0181
user_0027,2026-03-23 12:27:57,105.72,ecommerce,merchant_00140,Manchester,GB,device_0022
user_0104,2026-03-21 09:36:57,85.92,travel,merchant_00264,Rio,BR,device_0039
user_0069,2026-03-26 20:51:57,22.83,pharmacy,merchant_00046,Bengaluru,IN,device_0005
user_0107,2026-03-22 09:55:57,18.13,ecommerce,merchant_00319,Bristol,GB,device_0238
user_0068,2026-03-26 06:23:57,25.02,fuel,merchant_00104,Delhi,IN,device_0013
user_0173,2026-03-22 17:34:57,9.0,ecommerce,merchant_00178,New York,US,device_0046
user_0132,2026-03-25 01:10:57,14.96,fuel,merchant_00229,Seattle,US,device_0122
user_0130,2026-03-24 12:44:57,32.26,pharmacy,merchant_00111,Bristol,GB,device_0079
user_0014,2026-03-24 21:50:57,15.92,fuel,merchant_00008,Austin,US,device_0215
user_0130,2026-03-25 15:34:57,23.35,ecommerce,merchant_00307,London,GB,device_0172
user_0001,2026-03-24 15:12:57,49.12,ecommerce,merchant_00169,Sao Paulo,BR,device_0068
user_0047,2026-03-20 15:11:57,30.37,ecommerce,merchant_00196,Seattle,US,device_0001
user_0024,2026-03-23 05:24:57,52.48,electronics,merchant_00046,London,GB,device_0068
user_0022,2026-03-24 06:53:57,126.59,travel,merchant_00385,Bristol,GB,device_0150
user_0185,2026-03-26 07:52:57,50.7,fuel,merchant_00146,Lagos,NG,device_0127
user_0036,2026-03-23 04:37:57,137.56,travel,merchant_00386,Sao Paulo,BR,device_0233
user_0022,2026-03-21 03:41:57,19.46,grocery,merchant_00069,Lagos,NG,device_0008
user_0161,2026-03-26 15:58:57,41.02,pharmacy,merchant_00273,Abuja,NG,device_0005
user_0024,2026-03-23 04:50:57,19.99,travel,merchant_00034,Abuja,NG,device_0169
user_0190,2026-03-22 19:58:57,19.5,restaurant,merchant_00253,Hamburg,DE,device_0167
user_0020,2026-03-20 17:14:57,10.78,fuel,merchant_00170,Delhi,IN,device_0154
user_0124,2026-03-26 10:52:57,31.66,restaurant,merchant_00138,Lagos,NG,device_0016
user_0074,2026-03-25 22:58:57,19.84,restaurant,merchant_00239,Sao Paulo,BR,device_0119
user_0005,2026-03-22 23:22:57,6.08,restaurant,merchant_00040,Munich,DE,device_0075
user_0020,2026-03-24 17:33:57,26.56,grocery,merchant_00073,Abuja,NG,device_0149
user_0060,2026-03-22 04:15:57,33.59,restaurant,merchant_00202,Austin,US,device_0128
user_0107,2026-03-25 02:35:57,18.67,restaurant,merchant_00162,New York,US,device_0089
user_0031,2026-03-27 06:43:57,13.83,fuel,merchant_00366,Mumbai,IN,device_0238
user_0020,2026-03-26 09:21:57,17.26,restaurant,merchant_00387,Mumbai,IN,device_0093
user_0081,2026-03-26 21:09:57,26.8,electronics,merchant_00192,Hamburg,DE,device_0049
user_0141,2026-03-23 19:59:57,28.14,pharmacy,merchant_00042,Munich,DE,device_0053
user_0125,2026-03-23 12:52:57,45.35,travel,merchant_00066,Manchester,GB,device_0013
user_0104,2026-03-21 10:21:57,5.73,fuel,merchant_00155,Munich,DE,device_0168
user_0054,2026-03-21 14:36:57,38.74,electronics,merchant_00255,Rio,BR,device_0129
user_0045,2026-03-20 19:19:57,91.41,travel,merchant_00047,Mumbai,IN,device_0088
user_0192,2026-03-21 06:46:57,20.26,restaurant,merchant_00197,Berlin,DE,device_0223
user_0128,2026-03-23 00:48:57,162.26,travel,merchant_00185,Bristol,GB,device_0072
user_0024,2026-03-27 06:10:57,37.21,fuel,merchant_00197,Munich,DE,device_0070
user_0126,2026-03-22 07:59:57,18.35,grocery,merchant_00201,Rio,BR,device_0001
user_0039,2026-03-24 00:47:57,26.42,pharmacy,merchant_00056,Abuja,NG,device_0134
user_0033,2026-03-27 05:00:57,13.61,ecommerce,merchant_00271,Lagos,NG,device_0161
user_0050,2026-03-24 04:13:57,16.8,ecommerce,merchant_00115,Curitiba,BR,device_0100
user_0166,2026-03-24 01:46:57,7.54,fuel,merchant_00244,Sao Paulo,BR,device_0215
user_0015,2026-03-24 18:55:57,8.1,fuel,merchant_00256,Lagos,NG,device_0006
user_0059,2026-03-23 21:35:57,31.01,grocery,merchant_00357,Mumbai,IN,device_0127
user_0190,2026-03-23 04:51:57,20.9,travel,merchant_00035,London,GB,device_0217
user_0120,2026-03-23 02:48:57,24.4,ecommerce,merchant_00390,Delhi,IN,device_0057
user_0125,2026-03-21 06:15:57,29.06,pharmacy,merchant_00029,Rio,BR,device_0107
user_0048,2026-03-22 16:29:57,47.58,restaurant,merchant_00365,Bengaluru,IN,device_0101
user_0168,2026-03-24 08:24:57,259.39,travel,merchant_00383,Hamburg,DE,device_0240
user_0114,2026-03-26 23:03:57,12.0,grocery,merchant_00002,Austin,US,device_0044
user_0195,2026-03-25 15:42:57,12.39,restaurant,merchant_00183,Mumbai,IN,device_0054
user_0050,2026-03-25 04:21:57,12.28,ecommerce,merchant_00378,Munich,DE,device_0083
user_0011,2026-03-27 11:12:57,9.12,grocery,merchant_00238,New York,US,device_0097
user_0087,2026-03-23 17:05:57,34.0,ecommerce,merchant_00172,Curitiba,BR,device_0093
user_0077,2026-03-24 23:22:57,13.59,pharmacy,merchant_00387,Lagos,NG,device_0001
user_0065,2026-03-22 07:09:57,80.71,restaurant,merchant_00253,London,GB,device_0234
user_0156,2026-03-22 09:30:57,14.3,ecommerce,merchant_00164,Hamburg,DE,device_0061
user_0064,2026-03-21 16:09:57,18.84,grocery,merchant_00333,Seattle,US,device_0105
user_0108,2026-03-23 05:59:57,16.95,pharmacy,merchant_00229,Manchester,GB,device_0128
user_0192,2026-03-24 19:40:57,37.57,electronics,merchant_00397,Abuja,NG,device_0138
user_0066,2026-03-27 03:44:57,16.8,ecommerce,merchant_00102,Berlin,DE,device_0189
user_0049,2026-03-25 20:30:57,5.79,grocery,merchant_00203,Curitiba,BR,device_0084
user_0010,2026-03-21 22:23:57,12.56,grocery,merchant_00244,Manchester,GB,device_0027
user_0013,2026-03-23 12:48:57,121.56,travel,merchant_00299,Delhi,IN,device_0049
user_0199,2026-03-24 18:30:57,28.73,pharmacy,merchant_00004,Seattle,US,device_0200
user_0088,2026-03-20 16:56:57,29.84,grocery,merchant_00105,Delhi,IN,device_0037
user_0084,2026-03-26 19:29:57,5.52,pharmacy,merchant_00191,London,GB,device_0105
user_0124,2026-03-22 10:31:57,28.72,restaurant,merchant_00052,Berlin,DE,device_0017
user_0102,2026-03-27 00:31:57,48.35,ecommerce,merchant_00210,Mumbai,IN,device_0179
user_0092,2026-03-20 15:26:57,32.94,restaurant,merchant_00010,Mumbai,IN,device_0107
user_0112,2026-03-22 10:13:57,19.48,fuel,merchant_00217,Austin,US,device_0231
user_0034,2026-03-24 19:05:57,8.01,grocery,merchant_00283,Manchester,GB,device_0004
user_0189,2026-03-22 19:43:57,10.57,fuel,merchant_00075,Delhi,IN,device_0130
user_0078,2026-03-22 09:35:57,125.58,electronics,merchant_00023,Hamburg,DE,device_0033
user_0164,2026-03-23 01:23:57,92.85,electronics,merchant_00114,Sao Paulo,BR,device_0202
user_0011,2026-03-22 18:25:57,23.81,travel,merchant_00081,Berlin,DE,device_0103
user_0011,2026-03-26 20:02:57,22.96,travel,merchant_00388,Abuja,NG,device_0227
user_0161,2026-03-25 15:50:57,19.61,ecommerce,merchant_00333,Berlin,DE,device_0200
user_0129,2026-03-25 18:58:57,16.1,fuel,merchant_00012,Austin,US,device_0113
user_0046,2026-03-25 14:31:57,22.68,restaurant,merchant_00205,Austin,US,device_0208
user_0130,2026-03-26 09:30:57,46.21,pharmacy,merchant_00021,New York,US,device_0131
user_0021,2026-03-21 19:45:57,89.87,electronics,merchant_00259,Berlin,DE,device_0014
user_0050,2026-03-22 09:11:57,13.07,restaurant,merchant_00148,Bristol,GB,device_0034
user_0083,2026-03-27 07:27:57,153.79,travel,merchant_00141,Hamburg,DE,device_0230
user_0068,2026-03-23 17:47:57,41.52,travel,merchant_00122,Bengaluru,IN,device_0158
user_0174,2026-03-26 12:13:57,58.98,restaurant,merchant_00087,Delhi,IN,device_0084
user_0149,2026-03-24 20:26:57,36.22,grocery,merchant_00130,Rio,BR,device_0177
user_0095,2026-03-21 03:01:57,8.34,fuel,merchant_00185,Mumbai,IN,device_0148
user_0076,2026-03-23 02:21:57,158.36,travel,merchant_00130,Delhi,IN,device_0210
user_0039,2026-03-20 19:55:57,27.3,travel,merchant_00321,Munich,DE,device_0075
user_0014,2026-03-24 00:04:57,65.11,travel,merchant_00182,Mumbai,IN,device_0001
user_0151,2026-03-21 15:59:57,12.59,fuel,merchant_00188,Sao Paulo,BR,device_0035
user_0017,2026-03-27 10:11:57,21.64,fuel,merchant_00341,Mumbai,IN,device_0164
user_0133,2026-03-23 06:43:57,25.91,restaurant,merchant_00128,New York,US,device_0188
user_0041,2026-03-26 08:15:57,27.86,electronics,merchant_00054,Seattle,US,device_0015
user_0166,2026-03-26 00:20:57,19.77,restaurant,merchant_00314,London,GB,device_0165
user_0184,2026-03-21 23:29:57,12.31,grocery,merchant_00193,Munich,DE,device_0138
user_0086,2026-03-26 12:42:57,37.94,pharmacy,merchant_00356,Mumbai,IN,device_0229
user_0068,2026-03-22 09:18:57,38.14,pharmacy,merchant_00112,New York,US,device_0076
user_0192,2026-03-26 16:17:57,10.61,ecommerce,merchant_00099,Berlin,DE,device_0235
user_0121,2026-03-27 01:34:57,48.5,electronics,merchant_00272,Lagos,NG,device_0121
user_0079,2026-03-22 04:33:57,33.69,fuel,merchant_00201,Curitiba,BR,device_0203
user_0180,2026-03-26 15:37:57,34.35,grocery,merchant_00022,Bristol,GB,device_0008
user_0171,2026-03-20 23:14:57,43.61,electronics,merchant_00387,New York,US,device_0017
user_0193,2026-03-24 04:58:57,34.23,grocery,merchant_00385,Abuja,NG,device_0163
user_0087,2026-03-23 20:22:57,29.98,ecommerce,merchant_00011,Mumbai,IN,device_0109
user_0159,2026-03-26 16:42:57,14.38,grocery,merchant_00212,New York,US,device_0191
user_0145,2026-03-23 20:34:57,21.37,pharmacy,merchant_00047,Sao Paulo,BR,device_0056
user_0196,2026-03-26 04:53:57,77.51,grocery,merchant_00003,Mumbai,IN,device_0193
user_0152,2026-03-23 05:03:57,46.19,electronics,merchant_00264,Bengaluru,IN,device_0089
user_0128,2026-03-24 07:01:57,26.32,grocery,merchant_00326,Seattle,US,device_0043
user_0092,2026-03-23 05:36:57,24.58,restaurant,merchant_00203,Kano,NG,device_0025
user_0118,2026-03-25 16:47:57,72.66,travel,merchant_00305,Kano,NG,device_0033
user_0170,2026-03-22 00:15:57,47.88,pharmacy,merchant_00166,Bristol,GB,device_0142
user_0086,2026-03-22 08:02:57,12.33,pharmacy,merchant_00357,Manchester,GB,device_0119
user_0186,2026-03-22 17:31:57,10.22,fuel,merchant_00371,Mumbai,IN,device_0040
user_0067,2026-03-24 00:19:57,16.09,grocery,merchant_00085,Abuja,NG,device_0187
user_0188,2026-03-25 13:02:57,23.63,restaurant,merchant_00141,London,GB,device_0077
user_0178,2026-03-20 15:20:57,23.61,travel,merchant_00324,Bengaluru,IN,device_0057
user_0190,2026-03-27 05:14:57,164.04,electronics,merchant_00221,Kano,NG,device_0063
user_0059,2026-03-25 08:24:57,7.52,fuel,merchant_00329,Austin,US,device_0174
user_0063,2026-03-20 19:12:57,49.17,restaurant,merchant_00366,Abuja,NG,device_0201
user_0160,2026-03-20 16:44:57,44.89,restaurant,merchant_00266,Lagos,NG,device_0220
user_0100,2026-03-21 17:26:57,63.01,restaurant,merchant_00055,New York,US,device_0213
user_0148,2026-03-26 12:17:57,141.81,travel,merchant_00105,Lagos,NG,device_0117
user_0088,2026-03-27 13:29:57,30.29,pharmacy,merchant_00234,Manchester,GB,device_0106
user_0092,2026-03-25 08:40:57,10.36,grocery,merchant_00130,Bengaluru,IN,device_0164
user_0161,2026-03-26 13:45:57,17.51,pharmacy,merchant_00181,Sao Paulo,BR,device_0179
user_0057,2026-03-25 21:56:57,58.64,restaurant,merchant_00237,London,GB,device_0206
user_0165,2026-03-25 22:00:57,52.64,pharmacy,merchant_00116,Bristol,GB,device_0144
user_0091,2026-03-22 16:35:57,39.42,electronics,merchant_00118,Delhi,IN,device_0201
user_0124,2026-03-25 10:50:57,41.44,electronics,merchant_00370,Delhi,IN,device_0001
user_0160,2026-03-24 12:04:57,34.47,grocery,merchant_00338,Mumbai,IN,device_0164
user_0163,2026-03-21 17:33:57,30.39,grocery,merchant_00337,New York,US,device_0150
user_0149,2026-03-25 03:44:57,88.84,electronics,merchant_00120,Manchester,GB,device_0037
user_0137,2026-03-23 22:56:57,153.23,travel,merchant_00353,Seattle,US,device_0043
user_0051,2026-03-21 22:10:57,29.95,pharmacy,merchant_00110,Rio,BR,device_0127
user_0068,2026-03-26 04:00:57,14.49,fuel,merchant_00072,Berlin,DE,device_0108
user_0064,2026-03-26 23:27:57,10.26,fuel,merchant_00277,Sao Paulo,BR,device_0128
user_0128,2026-03-20 21:37:57,7.36,ecommerce,merchant_00239,Delhi,IN,device_0171
user_0006,2026-03-22 05:17:57,25.06,grocery,merchant_00350,Bengaluru,IN,device_0157
user_0009,2026-03-25 23:24:57,44.14,pharmacy,merchant_00213,Lagos,NG,device_0055
user_0200,2026-03-23 20:47:57,51.27,travel,merchant_00395,Manchester,GB,device_0135
user_0075,2026-03-22 21:24:57,110.19,electronics,merchant_00253,Munich,DE,device_0091
user_0168,2026-03-21 13:44:57,37.21,electronics,merchant_00061,Delhi,IN,device_0127
user_0011,2026-03-21 02:30:57,21.82,pharmacy,merchant_00284,Berlin,DE,device_0103
user_0049,2026-03-22 05:59:57,72.71,restaurant,merchant_00312,Kano,NG,device_0211
user_0161,2026-03-25 18:51:57,10.09,pharmacy,merchant_00353,Sao Paulo,BR,device_0173
user_0161,2026-03-20 17:29:57,15.7,fuel,merchant_00052,Lagos,NG,device_0196
user_0095,2026-03-20 23:11:57,96.92,electronics,merchant_00072,Mumbai,IN,device_0224
user_0082,2026-03-21 22:17:57,24.41,restaurant,merchant_00290,Lagos,NG,device_0006
user_0199,2026-03-27 07:28:57,10.85,restaurant,merchant_00295,Berlin,DE,device_0208
user_0169,2026-03-22 07:16:57,29.63,restaurant,merchant_00395,Berlin,DE,device_0040
user_0161,2026-03-25 22:48:57,17.64,restaurant,merchant_00003,New York,US,device_0004
user_0005,2026-03-22 05:22:57,65.67,pharmacy,merchant_00292,Bristol,GB,device_0071
user_0187,2026-03-23 11:12:57,13.47,grocery,merchant_00151,Abuja,NG,device_0195
user_0014,2026-03-25 00:02:57,40.58,grocery,merchant_00006,Seattle,US,device_0184
user_0080,2026-03-27 02:50:57,11.98,pharmacy,merchant_00308,Hamburg,DE,device_0080
user_0187,2026-03-25 07:57:57,16.51,restaurant,merchant_00347,London,GB,device_0113
user_0123,2026-03-27 09:38:57,48.37,electronics,merchant_00232,Delhi,IN,device_0099
user_0086,2026-03-23 09:02:57,139.86,travel,merchant_00372,Seattle,US,device_0223
user_0097,2026-03-20 14:17:57,38.15,pharmacy,merchant_00193,Sao Paulo,BR,device_0100
user_0083,2026-03-27 02:00:57,19.04,ecommerce,merchant_00217,London,GB,device_0068
user_0038,2026-03-26 21:01:57,51.62,electronics,merchant_00281,Abuja,NG,device_0071
user_0125,2026-03-25 20:53:57,34.51,restaurant,merchant_00103,Manchester,GB,device_0205
user_0182,2026-03-24 14:48:57,26.84,ecommerce,merchant_00301,Austin,US,device_0053
user_0198,2026-03-25 23:58:57,39.34,fuel,merchant_00204,Rio,BR,device_0017
user_0130,2026-03-27 03:37:57,26.75,fuel,merchant_00097,London,GB,device_0151
user_0145,2026-03-25 20:22:57,21.22,restaurant,merchant_00400,Sao Paulo,BR,device_0092
user_0021,2026-03-22 21:42:57,27.71,ecommerce,merchant_00306,Seattle,US,device_0040
user_0145,2026-03-27 07:47:57,14.76,travel,merchant_00291,Manchester,GB,device_0125
user_0156,2026-03-20 23:20:57,21.57,ecommerce,merchant_00020,Bengaluru,IN,device_0034
user_0143,2026-03-21 22:34:57,173.06,electronics,merchant_00362,Berlin,DE,device_0095
user_0181,2026-03-22 09:26:57,20.1,ecommerce,merchant_00164,Sao Paulo,BR,device_0024
user_0095,2026-03-21 02:40:57,25.94,pharmacy,merchant_00114,Manchester,GB,device_0061
user_0067,2026-03-27 07:20:57,79.52,travel,merchant_00364,Abuja,NG,device_0202
user_0113,2026-03-24 21:30:57,20.47,pharmacy,merchant_00054,Munich,DE,device_0195
user_0044,2026-03-20 23:40:57,22.67,fuel,merchant_00074,Abuja,NG,device_0113
user_0041,2026-03-21 16:19:57,31.36,electronics,merchant_00113,Delhi,IN,device_0238
user_0099,2026-03-21 21:24:57,19.33,grocery,merchant_00322,Austin,US,device_0216
user_0161,2026-03-22 05:20:57,28.1,fuel,merchant_00170,London,GB,device_0094
user_0113,2026-03-23 13:00:57,5.89,fuel,merchant_00137,Berlin,DE,device_0223
user_0126,2026-03-26 00:12:57,30.56,ecommerce,merchant_00234,Hamburg,DE,device_0028
user_0074,2026-03-22 10:07:57,13.7,ecommerce,merchant_00387,Munich,DE,device_0031
user_0015,2026-03-22 04:06:57,39.63,pharmacy,merchant_00151,Austin,US,device_0214
user_0114,2026-03-23 17:25:57,27.55,electronics,merchant_00270,Mumbai,IN,device_0001
user_0147,2026-03-21 13:42:57,7.44,fuel,merchant_00093,Curitiba,BR,device_0047
user_0156,2026-03-22 18:18:57,36.45,restaurant,merchant_00390,Bengaluru,IN,device_0188
user_0150,2026-03-21 04:57:57,12.23,fuel,merchant_00006,Seattle,US,device_0079
user_0133,2026-03-25 23:58:57,12.01,ecommerce,merchant_00172,Mumbai,IN,device_0208
user_0035,2026-03-24 15:05:57,42.24,pharmacy,merchant_00137,Manchester,GB,device_0224
user_0134,2026-03-24 05:28:57,5.23,restaurant,merchant_00265,Seattle,US,device_0239
user_0200,2026-03-26 04:56:57,48.22,electronics,merchant_00196,Sao Paulo,BR,device_0183
user_0115,2026-03-23 10:13:57,17.04,grocery,merchant_00272,Sao Paulo,BR,device_0132
user_0143,2026-03-27 03:15:57,5.42,grocery,merchant_00010,Lagos,NG,device_0210
user_0119,2026-03-21 23:26:57,21.7,fuel,merchant_00360,Berlin,DE,device_0134
user_0120,2026-03-27 07:26:57,54.8,travel,merchant_00257,Bengaluru,IN,device_0127
user_0059,2026-03-20 18:53:57,2.2,fuel,merchant_00076,Kano,NG,device_0221
user_0163,2026-03-25 03:15:57,11.89,pharmacy,merchant_00216,Curitiba,BR,device_0100
user_0062,2026-03-24 14:20:57,9.47,ecommerce,merchant_00367,Hamburg,DE,device_0215
user_0064,2026-03-25 12:04:57,25.38,restaurant,merchant_00340,Lagos,NG,device_0223
user_0052,2026-03-21 00:49:57,50.35,pharmacy,merchant_00011,Manchester,GB,device_0130
user_0009,2026-03-20 23:36:57,48.5,pharmacy,merchant_00318,Rio,BR,device_0222
user_0160,2026-03-24 01:13:57,47.06,ecommerce,merchant_00063,Sao Paulo,BR,device_0026
user_0089,2026-03-25 13:58:57,67.22,fuel,merchant_00062,Seattle,US,device_0166
user_0032,2026-03-26 19:00:57,12.86,fuel,merchant_00151,Munich,DE,device_0131
user_0074,2026-03-24 17:59:57,18.95,restaurant,merchant_00313,Kano,NG,device_0215
user_0118,2026-03-22 17:23:57,29.72,travel,merchant_00156,Rio,BR,device_0229
user_0132,2026-03-23 15:32:57,18.75,restaurant,merchant_00300,Munich,DE,device_0140
user_0073,2026-03-24 12:51:57,19.63,fuel,merchant_00152,New York,US,device_0225
user_0113,2026-03-23 03:19:57,32.2,grocery,merchant_00265,Munich,DE,device_0169
user_0174,2026-03-23 17:24:57,27.49,fuel,merchant_00214,Bengaluru,IN,device_0190
user_0133,2026-03-27 02:00:57,29.25,pharmacy,merchant_00381,Hamburg,DE,device_0025
user_0039,2026-03-23 20:29:57,199.15,electronics,merchant_00144,Rio,BR,device_0107
user_0186,2026-03-26 06:14:57,20.59,ecommerce,merchant_00181,Hamburg,DE,device_0091
user_0098,2026-03-23 05:10:57,22.06,ecommerce,merchant_00095,Sao Paulo,BR,device_0114
user_0023,2026-03-20 16:45:57,14.43,ecommerce,merchant_00166,Rio,BR,device_0211
user_0007,2026-03-25 13:12:57,45.15,ecommerce,merchant_00290,Hamburg,DE,device_0013
user_0133,2026-03-24 13:42:57,42.73,travel,merchant_00373,Abuja,NG,device_0212
user_0116,2026-03-26 23:06:57,19.77,pharmacy,merchant_00035,Rio,BR,device_0003
user_0147,2026-03-26 14:35:57,46.48,fuel,merchant_00216,Hamburg,DE,device_0040
user_0192,2026-03-21 20:00:57,48.84,grocery,merchant_00088,Bengaluru,IN,device_0209
user_0168,2026-03-22 08:32:57,48.91,ecommerce,merchant_00354,Delhi,IN,device_0229
user_0135,2026-03-27 00:06:57,55.71,electronics,merchant_00262,London,GB,device_0075
user_0155,2026-03-25 02:23:57,47.31,ecommerce,merchant_00292,Lagos,NG,device_0028
user_0026,2026-03-26 14:57:57,46.5,grocery,merchant_00343,Austin,US,device_0151
user_0132,2026-03-25 21:29:57,30.15,travel,merchant_00102,Berlin,DE,device_0037
user_0157,2026-03-24 14:27:57,32.31,electronics,merchant_00032,Kano,NG,device_0111
user_0071,2026-03-23 01:55:57,27.94,grocery,merchant_00137,Kano,NG,device_0044
user_0102,2026-03-27 10:22:57,97.83,electronics,merchant_00023,Berlin,DE,device_0150
user_0065,2026-03-24 02:15:57,32.75,restaurant,merchant_00035,Bristol,GB,device_0228
user_0103,2026-03-24 21:19:57,14.71,pharmacy,merchant_00249,New York,US,device_0225
user_0048,2026-03-25 03:55:57,25.96,ecommerce,merchant_00203,Rio,BR,device_0002
user_0167,2026-03-23 06:35:57,15.74,grocery,merchant_00217,Mumbai,IN,device_0017
user_0112,2026-03-22 19:26:57,18.08,ecommerce,merchant_00341,New York,US,device_0009
user_0070,2026-03-25 04:28:57,35.67,electronics,merchant_00066,Sao Paulo,BR,device_0140
user_0097,2026-03-22 01:35:57,36.72,travel,merchant_00107,Sao Paulo,BR,device_0162
user_0181,2026-03-22 00:06:57,50.14,travel,merchant_00226,Sao Paulo,BR,device_0067
user_0193,2026-03-20 21:40:57,68.9,pharmacy,merchant_00263,Austin,US,device_0032
user_0169,2026-03-23 05:03:57,36.54,travel,merchant_00075,Delhi,IN,device_0184
user_0083,2026-03-22 18:29:57,90.06,pharmacy,merchant_00056,Austin,US,device_0049
user_0017,2026-03-25 20:39:57,20.87,ecommerce,merchant_00046,Bristol,GB,device_0184
user_0199,2026-03-24 13:47:57,42.51,pharmacy,merchant_00068,Mumbai,IN,device_0161
user_0106,2026-03-22 15:26:57,16.28,pharmacy,merchant_00361,Abuja,NG,device_0007
user_0075,2026-03-24 00:35:57,15.9,ecommerce,merchant_00312,Kano,NG,device_0030
user_0040,2026-03-23 03:59:57,69.67,pharmacy,merchant_00021,Curitiba,BR,device_0098
user_0146,2026-03-21 20:22:57,81.82,pharmacy,merchant_00267,Kano,NG,device_0128
user_0196,2026-03-23 08:35:57,27.55,pharmacy,merchant_00147,Seattle,US,device_0199
user_0175,2026-03-25 01:19:57,32.49,grocery,merchant_00164,Manchester,GB,device_0029
user_0192,2026-03-24 10:45:57,136.17,electronics,merchant_00114,Mumbai,IN,device_0158
user_0178,2026-03-22 00:41:57,21.09,pharmacy,merchant_00353,Kano,NG,device_0129
user_0126,2026-03-23 06:16:57,9.99,fuel,merchant_00023,Kano,NG,device_0196
user_0140,2026-03-22 03:17:57,5.42,fuel,merchant_00031,Manchester,GB,device_0067
user_0035,2026-03-25 15:21:57,14.17,pharmacy,merchant_00250,Kano,NG,device_0176
user_0035,2026-03-24 08:55:57,10.55,pharmacy,merchant_00180,Kano,NG,device_0240
user_0162,2026-03-25 19:45:57,30.43,grocery,merchant_00281,Berlin,DE,device_0209
user_0197,2026-03-21 06:18:57,51.18,electronics,merchant_00106,New York,US,device_0104
user_0072,2026-03-27 01:15:57,9.16,fuel,merchant_00057,Lagos,NG,device_0078
